name,value,url
eyx54N,1.3,VdwSt8rU
irGf7C,1.17,mvFU2Ibj
9WIvdB,1.05,aws60bUu
wljJih,0.17,m6kejxvT
XvbpA3,1.23,bJRh6WyX
XDlkQo,0.13,PBXqYuE6
ng3lZN,8.25,hwFaCPqT
QB0LuQ,0.15,cKSaagnk
6EqDwx,8.15,AFXUM755
9qfGDJ,8.36,5iVDZdTv
hh1UoN,8.48,wGuDXM4R
e2KUAM,9.39,m09KFkAb
eLDtMU,8.2,rP3ifBpX
kFvxbY,9.15,cPIh1Rfi
k6oaHg,0.16,gFUiNJJV
C9xyp6,1.18,n7QMNWBw
eVy8zm,9.18,ZPBReRrU
ODLCO5,8.35,piYjpHQr
aMmY8u,9.29,RY7KOQ80
WA9EwU,0.23,vFsltfL8
vSIdBZ,1.01,tAFtjRTs
PSPnb4,1.33,VcBV7Izk
FVCb0k,1.24,B6dNi2xR
bDtTUI,8.35,4cGpGxuR
YRZRe2,9.46,s3jrGoJ8
Pg1pq1,9.37,5oLLgmVs
P29pzk,1.05,eP0KFt80
PRRnsC,9.35,NJ4Mx8VP
OLJvDl,0.25,L8C4V8h2
e2FlAB,9.17,wMIJPJ9s
srcYzH,8.09,3EgbjhxY
9BphNM,0.19,fk7oAb18
RMKPGQ,1.03,MWK1DEAy
KnvVYg,8.16,LLAsqn77
oXO57L,9.13,BtAgLk3O
Rx6tbF,0.36,7gd3IN3B
LmZKqs,8.27,xu7UUi8d
4TIV51,0.42,LyYyCNGQ
vqb1ID,1.12,ejuDWLdS
ilwGoU,1.16,lSkCzxH0
T6NJUd,8.49,m44cV2AO
5XK0WV,9.36,2IDTnck7
iLa23a,0.04,W3sWoGl6
UCkCkz,0.05,F4OMlJId
PEvJVD,1.11,TsbhUGun
2I4ct4,8.27,rLMiPHCI
k6Ssng,9.37,crZdyKIf
kX3GNe,0.47,gVz58836
cIao0o,8.42,hTZ3qSuG
uQClKa,9.31,p9LxIqMZ
whOAkz,9.44,ccEurY7W
h2Ncog,1.25,BFViaBLr
VwcNBN,9.4,WCzcxw2l
RY2kKM,1.21,wOWuvIaL
YCH0QK,1.26,AnFtSAVj
TBYRB8,1.18,4RlZXmRt
2FgLm1,9.5,hEpjwAeP
O35uvA,8.27,6iOCqC1B
rAO9T6,1.04,jVjmUsk2
cgjcoK,0.46,7Go81EVh
TR6YMo,9.28,9z8PB1FH
9yo3v4,9.15,R8BWL7ae
qPCfDi,8.12,Vd3yiMtg
VorLfF,1.06,5BxpiEAe
QT3oSm,1.15,jVC7YCLf
RATPgh,1.06,P9V2UwDu
v5s6if,1.09,xRmofPKx
pZrMgH,1.4,4IlYRqhf
XFK3Sp,7.07,7wDhDN8Y
14V2BF,0.33,V8WtreDz
Rz7yRM,6.08,OKLN6F6l
cYrUW0,0.4,7MdcHpTx
8PWJ4N,8.11,liYQyT5s
NZzgiQ,1.1,ylxiqzM0
bIdkv0,8.12,EBY6bjAX
hUOWbt,1.31,DAQt4nPh
IX6doo,1.04,Pzjo4xjv
m1jlGc,9.47,TDhTjuDw
KfzEvJ,9.13,ys7XLX1p
KktjDQ,8.24,5rPaxE6U
lk7tcL,0.23,dt0MnePH
MWK8Fp,9.26,IoPqMZNb
4qum1f,9.22,9n6cOzJV
cGJzBi,8.36,N9vp46Wn
wMoP5K,0.31,JabX3r69
4WXudF,1.07,vwbFVuoh
l9tUUJ,1.2,tnRF7qpV
5bo7CY,8.07,Gt8qxxG7
OdpJ4l,0.48,1XDM4e8V
wIrKDz,8.09,cpOzHKcO
kZVtuv,1.34,TfR6H52A
EwkJw7,1.32,B6vkKEd2
sh1k7Y,1.13,mhjavisy
bNDM7y,0.4,1veu9P1x
gAayMQ,0.09,umYqPcZk
Lb0LAY,8.39,KFAU1h5W
MRu2h1,0.43,SZTmLGXN
s2CeYf,8.25,ZqDy3rNt
QkD2tT,8.24,ybKsAl97
