name,value,url
KghWkA,454.47,D1kDqFf1
jr1jFX,450.37,JA7ldK7d
Hb41dt,454.44,evr6eiBl
YxJ7xA,453.17,Ex34G1Fb
ikNvLs,458.01,3DC2oG0V
REAZIB,457.14,PQWAAXRw
a6h8q2,451.04,P2ep9eRg
K3aSyq,457.03,2IxrGeFm
nQaabO,459.33,UTJFZ1Uv
nMrhi1,450.3,o1Y9SHNG
srhShe,452.26,nJ7vygSi
2vRAOK,452.48,NbAup4cV
lTDCQJ,454.07,Kd0iLNIA
VD4Apd,458.19,nvldpIZo
DonVsS,451.25,ito0PXsu
juAzx0,451.23,qB2xumoM
nsv5CQ,455.39,CvFXYZYf
bZy6xR,451.34,18JiblOw
NmY1p3,457.25,7tUPLGYz
S4SioK,453.16,w6BTmdQj
dAFHRt,456.43,E1ACtZbj
bmPcR6,452.24,apGEWuSe
VNktMz,457.18,oZqjYAQN
Goo7WG,457.45,bFO5gfoI
3pI0BV,453.36,sDOWP7yh
3PjpI4,457.33,kolR3IEn
3Gvarx,450.13,QkgKtYn9
i0J2Yf,457.24,T34enPbw
bD9Ea8,459.12,Kn4cmQIt
Ty2QgR,457.26,8aY8xFsP
9LmfP0,453.04,WcSMoMBh
SrqBrZ,456.01,RN0gt1Ht
edzDpP,458.15,YslaTeni
YmLLxX,452.21,bueXvtAl
O8WDBU,451.38,JrP4S0xe
W8BRZE,454.02,RRPyMmvk
AMRO4s,451.22,RQLVPUy9
qBrhis,458.17,zOVLVDlu
rLRRgs,453.38,gHgrnH5h
sgi4tQ,451.25,CvjanXcn
cv4Sdw,455.45,skmXODq9
pOk7aS,451.4,XWw1FVan
20yBkI,453.07,r1VCDw7P
elkkBT,450.16,4j0fOqfF
H32lcq,454.25,XCipI6Gf
2g79eK,457.39,QNUsI5br
p8T1GD,450.33,dOp7fpYp
iBWcog,455.34,VHBrzg7H
dlTSkt,451.13,P1dDbHAi
GbOGYX,450.01,jhM3XoYp
mxLEvI,451.04,XrNf5SWD
rn4FjY,454.03,s4Q04Gyo
ftANLf,456.21,ilRATkBq
6FdjMJ,456.16,d21DDNQN
SmzEUh,457.05,3zgqxbVI
FPDcUG,458.09,BC8FGsZ9
1fByTn,452.07,TunYJjGg
Ih9eMA,453.28,NGc9nupn
o1zQF0,454.31,2zAbzxu2
81K5AM,451.02,SPao0uAj
y7JEHA,459.29,359YCb9p
ADwbFP,450.01,kNUokO37
drce6Y,456.22,CJa6o7Kq
i1ZfaY,458.23,gnRQ2qKL
eR8wML,453.27,4KcaSfqn
LsvwYz,458.11,SPTaPIbh
2XYBc6,457.37,uFd0N5Ka
8XTuUo,457.38,Qcw65EKM
Z87ZNo,451.05,b5jpxlcR
dCNMeu,456.44,R5iQ5rFw
VpHSqn,455.12,iPjCd2qd
hqw0ak,458.35,SXu6kAtG
cMhudU,454.09,gFsIKzGG
fo1ccp,458.38,CevMnQND
p5llpo,451.12,fjnpkwEH
pc97RL,451.31,b0DN6hgn
sCgVKT,458.2,bJJ2Bxxv
A5fTQr,450.22,afQKs1vY
BcYysx,459.24,v4cv88Pe
DcAIFQ,450.25,nBpKqTe4
fs6QLI,457.33,UU60sTEj
a8epEB,457.12,TYIpqZza
4P45wU,451.3,F3i7U4in
IP1vCk,458.23,RbBysS0o
mJYCQg,456.3,S2bOyaew
dvyTSF,452.29,O7UlrYIZ
w3okIA,459.35,I7CY2YD3
SYVYXf,451.3,PliaPh3z
19cRxy,458.32,ppFHwNEP
r8HctI,455.12,APEzjvVa
rKHtL9,456.42,cugohMNl
zrZaXD,450.2,vw2nemju
1Gjyjt,458.38,GvkZZLnc
C2zCJf,456.26,soZLqS4b
jqHtnC,453.33,9nMtu0so
