name,value,url
0RpHD9,328.01,mK54Rjw3
SUycIK,329.32,hpzwoW81
k6wVpk,328.1,V2BrJjgA
Mc0Efp,326.14,pfOyHLsB
MfLCI7,324.13,xaAP3nSe
pidbw4,326.35,9AsCcSA8
LSXNvq,321.08,ffGS7i1A
TA5urz,326.3,vEWHTPli
S4JZ8X,324.09,OTpvNIM2
MF1Qh8,328.3,BkOP2LH9
cyrsow,320.17,3MZcCbOf
XESMlu,326.06,YJsBgch7
Ug7paa,328.06,ycB0Ccr9
WmyyIV,323.27,CU02JH08
5rS1HH,326.01,8GTCXcO9
jzGqxM,322.1,9RvPP0aj
iuenEZ,326.38,LbyAwFyC
5enEWm,321.16,LtxT7cqL
0iSdYA,325.22,E1dmzAOi
bLUNTn,328.24,cig1IjtJ
iXX0gQ,327.18,vp1oqYhq
xSYTjH,329.11,ZxfyujCf
EWYjJO,326.08,cVKOJ037
1jmBaR,323.04,MuWkKNxt
OzyLLj,325.12,G3UxtlNy
hScJYk,320.09,zfLSbhfY
gjjVaE,325.12,rpTjq1RL
bLmjO4,322.19,Gw4VdyaC
tEsiOR,326.15,E2j0ZQ9R
OePS5K,323.21,JzieDqeE
HxqjQi,327.3,p4ZxWrgY
tSmZVD,321.05,ORlnZ5Rx
hYPtVo,327.19,4gMsxuGz
vhyRzy,328.18,5yRCmfSC
s6EQ3V,322.21,aOq6l1iC
jtm8Uh,326.38,7Eq0g7F8
IfLjCe,320.1,xiWHfH8l
cVCSas,328.02,o7fGuGHN
YianbD,328.05,dQJVgwtw
9aKcRU,324.23,HF382QTi
5t8n01,321.09,n7bW5IGb
kfcToe,321.16,z8oTghR1
VA2mUZ,327.14,26QkeekK
RVtgzt,323.15,aZ4i97v9
UjsYzn,324.13,JT64KZaR
oHHIPx,324.06,90MUVNZy
6KIQ0f,320.08,dVT0J7hf
zpdkPj,322.27,eVqUghbA
G2gwZW,322.26,HnGdw6s9
3r4KkW,324.11,KFO7KG6r
wgHdQm,328.2,fJFRpcDy
TC16go,326.18,G7hX2TFP
XFPMhy,326.3,UwBRIxuZ
FRQV0a,329.01,0a2fkB61
0DGyx9,326.29,X6ceRsxT
emgJP9,328.25,pGWbNgbt
RlTFCd,324.08,hjY7ZNaH
5MrVI3,323.18,ATfgWjEn
bvHQuW,320.17,Y8sKCDxO
aU0ODR,326.01,rrAe3nmY
bkFy6n,326.11,trsw4tqq
UT3kfK,323.13,J7yKQsmo
666s2e,325.2,7JRpUHNe
2r3SAn,324.05,u5fma60I
yAO6zx,328.08,Jverehb2
oZtBBb,329.32,1exGYCea
QQtTqi,320.16,6Qph9Jf1
4u0jxZ,323.31,fCFd468A
ofFpMu,325.12,y7VLbIzE
hxkrRv,329.31,xasS6Nwc
dDRX4J,326.19,EVqZ746c
Fs4G7K,329.35,JquMqNy4
OpNVci,322.05,BZNYjsGa
SZ7tUj,322.22,RS1XhAvG
K7a3tM,323.18,cLGV0sCF
clcQPC,329.28,Xbno9eFH
5kPRo0,328.24,jyDDxR0c
frw4FZ,326.11,RZa7Lgci
ILHgaT,329.22,kj2Yez2N
SQ1LPf,326.13,zYWZpveP
9CAByP,322.32,yHSmi6jq
cLuoab,328.05,xZz7fvF4
qtB3av,323.28,VCm6sABI
4gf3bt,322.31,oLfRRsby
otqD4P,322.15,vsbXUXFJ
jvMWuT,326.18,83I0s2Yp
8VdgGS,326.05,4O9fUSBq
JIhNaA,321.15,bjgOmFVa
LEug1U,323.32,whabbwi6
hzCTps,322.23,U8KFlyF5
M6lYsN,327.26,QHylXOOD
2DyXic,322.05,eZzFIpPX
0eyCeD,326.38,QKurZOU4
Gina0k,328.21,0sOWnTNj
JYhkWK,324.16,JAdOwjYC
xhsMJu,326.34,lZUU6Lfq
Ibo5fc,324.33,wVPD59Qp
axRLGc,324.34,lv2N7F61
7XITHV,328.21,JLQRRYlR
1ziBLm,325.1,hURLUgay
8ri4g0,328.11,cPEQbWd8
Gba8m2,320.16,Pdn4BZt1
6ljSGF,328.17,BJlMsHZZ
A9AViI,321.1,cxuO8eLZ
RDRyzd,323.29,6nnh25to
76OBnb,323.14,Zkx27d9b
lkeIKb,324.17,DxocItdk
E9ik3C,326.33,p1oniQbt
cPT5dx,321.13,IQJSX5lG
sWyhMF,326.05,cm1WB0tW
I5Q8lZ,329.07,0LaKdQMV
ywAN9N,326.19,dMp6c1Cq
80yWiY,321.26,Gn8HFeob
KOYQE3,324.09,WotS60Cn
DYBdVi,320.08,PqnLImwP
sla5iu,326.22,MAX9Nrpf
8fxv17,320.1,PjUv36Ia
9O9xBw,323.32,xLQLdJwr
xF7WKZ,328.12,7wcjoFde
4D6Uyw,329.31,hZKXYtVD
bLeMDy,329.07,LepiWFug
KjEZPz,329.32,oJwP7YiC
RtPUvx,329.29,1w1IzOjl
u3kdG2,326.01,jPS0CgoB
Z0zfWk,324.13,ei4h3yWU
KN3Kcu,320.19,lCNdCAEg
GHhHJB,326.33,VaROzx1U
TkxMSl,321.02,Dw3YhkcC
K0Hedr,325.21,O27SUhkl
1BWWFH,329.19,wUvaAOi1
AlrN5F,322.18,1aFaJJXk
i7G5PD,321.2,PIGUCKUh
USqSbu,329.26,M4KC8p0P
VHnrV3,327.21,5MJjlo3Q
kyzciv,325.23,WBszjGZC
UWhNcV,326.1,E7KcklxC
za0n5v,323.32,488Ge0Zr
ftYQOp,327.08,Pt9TlFGN
MEvzfW,328.19,3esqOsfD
oNqTM2,327.32,zOFG1Qne
8r2zs5,323.03,tsC9scoe
OYKWtT,329.16,KbxrC155
Ls0QWr,322.38,KLaqlQRu
p6zZfu,325.22,e0lA8K3q
xGnrGh,325.1,JQ0Y9ahE
w4jO3a,321.04,ZvLlLdSO
dNCYxB,327.22,mdoD4Qs9
cODM6l,320.15,K6LWek5e
nTklDs,326.31,VdHzoDfn
2Cejza,326.21,3lgJRJfr
yX7ggv,326.26,y36cdzhF
VF9mZs,325.12,STAIY6Mu
O2Jqoi,321.1,jQVqax0e
zZAZfr,326.01,UnJQuJ5l
4olNER,329.1,Vn0jlRSi
kohw7l,326.34,c1FGU5WD
wplNkv,327.04,EmpxQKo0
EfF9aq,324.3,ePL9RJmS
Olfou0,324.32,Olux9F3e
xuQY4l,323.17,OnegtH6W
VlaZO8,321.08,fpJi3Wod
f9MJRQ,326.02,xUVNkeo0
U6xGwW,324.14,7wMSt0cT
veR6vo,321.23,ir4kZP8f
9i1P6Z,329.15,QAGS4dqy
dMoENj,324.1,eEzHEvx1
ApxzPm,327.22,Vrr3D7gh
YzY9do,322.22,udSmNGQv
AQrQAY,325.1,WYfZalyA
tb4UVT,324.17,o2Fse4Eg
PMmDkd,322.22,whuZRXKC
hZlwgc,323.22,R8qNLsgV
SCFcv5,322.07,EqgI7cLR
QGEHZ0,324.31,fwYyoSRx
Z73UTW,320.16,fJaRKxpZ
xzOQqd,329.12,II5OLo6y
JFCxLa,321.12,nKDkqzqB
n3gvrs,326.09,mUQX7ZLh
aL1Lvd,325.06,cD1yQvS8
58qumk,329.1,IelZzvOI
qvvKtX,320.14,iNkvalxn
Zx9Umb,326.24,bv77zQE3
iqHxJW,322.36,08iMeC27
YJ7HNI,325.26,hB0ixURb
CnDMfZ,327.28,xQYPawHo
NIiA96,325.06,GoUQkH4o
UoFFgR,327.28,1YKhx3F2
4ZQ3SZ,329.03,uRpF7Wyq
nHLV9H,322.35,Lr23NzrJ
H7csIh,320.04,CCeXYmx2
MJszK0,326.12,q4hRlkf8
jLqqTX,323.3,5Gap13Yv
JrSBgT,329.13,uzcOK6Ye
MV45FV,329.32,wmWQz8VG
gPwV5q,327.04,sabAXVjf
Defuln,324.16,gUjT27Hx
bztB1k,327.08,6r6feTXo
dG4xE9,327.29,h5gYeQcr
yp67G4,326.12,tmAppe6N
TvTmqQ,325.06,QeUbrqFY
j0GTlQ,323.11,yTHVZHOG
AJ5yhw,321.28,2it5O3xK
L9E2xm,329.06,1Bb6hTD4
X0VPgn,324.34,IhI79fJ9
Qr2ibv,327.17,TXSUJ7s8
QyRLfW,328.1,Ow1kC5gC
HOhZd4,329.17,kRhzU5rn
wFNeR4,321.13,fzae5vKI
ofACim,325.24,q012bwYn
1QsmKf,323.14,KBxiBaSU
SniNrc,321.09,RGU2tvgT
5RxmwP,328.16,VJn4EBmM
tOVIDm,324.02,Gk2FVzhq
CWjwPg,325.23,GOGsE6as
mDoKco,322.29,rksKA0mg
9nSYSp,325.27,x41d3Pu2
6cskt6,322.33,eOA44coq
0UjmKh,321.18,S7B6RcrC
zYL6FP,325.23,7J5GeBJ4
IFfO9r,328.04,nZ6ePGtP
zhqZGK,325.18,Bp2D9o1E
