name,value,url
RhT8Ek,161.33,RH5J8keOFvwtDZE6C1
Dz3jOl,168.71,urjXWju3OIRCpWSV5x
axISDZ,166.23,9r1lvdxhI4mJqAdtS5
ZMov0z,160.67,6P3wtdEqhfUqsdN19N
PuCMFg,161.27,35OlJl4v0cL7Zjw5qX
AMJjKN,163.89,1rEUXZvsSwJk1Kk4KJ
up67PB,162.11,ln7NE0MHnjk7atqN2K
djXccC,167.92,PXpJ8iDuejbkRwTDyo
ll70vG,163.48,YOP0k555pdrTMfhszR
ZBUwle,162.37,o0Cyiukn0cQT3dE6ev
S7hdRh,163.63,r1HC01fgB9z5PZfxXE
UYrTbt,161.72,la2Ed4qbWov5kgL6TZ
fpeymb,164.19,H2uEWUsCwTfTqoYgpE
67zTC3,162.72,HdifJTNS0coTZrfVXG
oPj9JL,162.27,NWyDXpn9LELyjLMXZf
ZMPDaQ,164.87,MdYsfnVdFLnUhB0VjQ
VSPFUu,166.1,KSLKREeZreLe8GyYrq
slFSGq,169.1,wuhuxZ0q4fCWjrEOpu
bPC7q4,168.71,E4iEu0YEkIDaidxT5v
loMlGJ,162.05,tqTAzcw9kNempfUfO1
8xJSGq,160.33,ZBql7lWo8IJYRIw60Z
cE95cR,165.16,qaZkywcfiJmkuQMOXj
1qzQZg,163.05,kY3WQt3d73oA2oVjC0
Q9r9Do,167.37,II66TxlzBgPwqcLuDc
PEM2vH,168.98,rlKVc2u2yZpGGQso8J
VNIENi,168.1,lmlQE1vKd9VbSKj7M3
TfUERk,161.5,swqPmqwY4MgpJjF4k2
5p4S5u,167.08,pxCbrnMPSFjVAS68IM
Lw8beV,167.33,CrqMpYFP8SfaJWapmn
Q2eNNL,164.77,ZcBgS3ytQ9vXfHib5i
l4cldr,161.24,XWiGTPGapY81LvTDgy
aC8J1I,169.15,CMTBPwNC5TNDoMILTd
ltjT1Z,165.21,LPgVTeinytk9kGXUDJ
a7DjtA,166.67,niN64OuiU6PWnODAf0
n6A4aO,167.52,RPRMLWeYQU1KdBvDqb
WMGlgG,161.76,JDKvaYCRtE9LcnHQdI
1MCSJB,169.07,sFXejqORqNoQJPlj99
tDPG59,160.68,lPUsNF4XGOv7KzwfEp
Sz15Dh,160.89,114b7tZdqkHsz0NpV3
OaETcn,166.62,1CUPzaIzQuGrQL5gtN
AtO5Ze,162.57,t50hKiO6oZ3dLs4PUd
zsbtSI,165.65,H2rSbJsxaeNmrtDumr
h7lu72,167.27,POtWBBMmRyNYjtnnLS
YO7YTy,162.29,vbKQ1wv4GChzd5ZPRR
rBt8Hi,162.12,mEMOtQMHIux0Ml4XIF
dJzeHi,161.19,MzXcAMk78UEzBZtmOb
akLhAv,169.97,6V6CeIck0PSqL8zuAU
a0iDW7,165.84,mhRiZLru3wugHX4l50
fLpfhl,164.92,jn9FkWNcYkAIrFRQNW
sMsy29,167.91,XjijIN1stFknXfo3j9
mHuglV,164.33,ffm4kAvXMUfMTGugRN
Zjd4Us,161.09,M6wiiNg4gydjVWzmPL
yel5jn,167.73,nDHxnfXu9TNP3lBEMS
HnltGE,163.49,YkxCn7opRrxZh3jyMj
iUv7Os,161.62,jyZulsRBQCpyq3K7pB
ThT2wI,165.27,1OLRPLCPjdSyPBRh7l
JXEbib,164.88,OHlzhCvU6N1rgLzdxJ
Dm9N5J,167.07,uBqfosRFanoQzvC5EF
zP7c81,160.4,2wwoEKl0sicHQp1NPb
2sIxls,168.78,pAuSQDOZ6yRJqpwyaX
DnOVAR,163.71,OiJQpqxkkTtKUe1z9X
BrJEN5,164.6,0BRF1NtrAE9uy6PVlO
Ey4oq7,165.94,9tfNLp89JWIWfCH09i
ffqGkf,161.02,oEMxynyMY0Zv4SxbIY
hFuF9k,160.44,MDtpB9QyQ9amBo35lJ
gRAhSg,163.3,xfe4rzC4Fz45YQXzBq
QIZwln,163.34,Vt5f1yO1bPpl7imE2C
YKbJoA,166.7,yyPeKJOvSDkeP0WZon
FKlJp7,163.6,Upl6pCxGItN9yx9Jql
dxOuiT,161.53,eirLUgS9rGmZ6M0KrZ
x1uW35,164.6,sIbK07cmqoyoJ9nM6Q
YIOlkB,160.36,RrsRpnvbryeg1qDRdC
ZUdGOx,164.73,2XOPKROZ21hTjWc5X0
HYHFZE,166.63,biufs9bB5ZJM6zbKXZ
IiVvdu,167.95,zXfwWZmwFxHKHbZyyt
ke8UzF,165.48,9GQQLwNw0RiUt6LT01
CPIj1A,168.38,GmP11nSvNQ0VhIUSzJ
sMIV9p,166.79,JCy8LswOjaZctG4D1p
BWelaK,168.47,7jTbstdMbesyqsT60W
BOnxl8,166.86,8slVnYzRqK8KJAU8iO
h9Qb4D,165.32,Hs4SUEMRpZ3uZ75pwp
Zq4Oyt,162.97,5lFlzK4s0l5JRVuwd8
6Zqn3K,169.27,LNmimXtjhvcelbyXE7
snwhH9,163.77,1dtpwHJxxR3tihePAL
MVmVM7,163.91,83Mtw04b8FHuEbnABk
81b0Wr,162.46,yG5Kd7UiLX0v18HsAq
PDqm66,161.48,2b0RgZORnuKwaZQ0hM
xDzOWP,169.86,otLdT7DtnnG239gMPh
Z7st4Q,169.92,C6M0pN7awt1uRyX1qC
uRkvZ2,169.41,iWxyUW8SSJ16FVTTWK
1g6c6t,164.51,l58mCZimed58JDVHqd
cm8tVo,169.18,dqSDpbcVwXLdhwvluk
PO0DBz,167.5,VPUkIvK3Ztl4ZnwIe7
0a49A0,167.9,pbT5IyMsbKzkc0T7Hu
