name,value,url
i5mT0t,175.1,4VIkHrLU
8ZbTZQ,175.15,ML3redJF
xUvwbP,175.09,hWA1pa8u
fUHL6p,175.11,4LlDcM1V
SxCUpN,175.16,zKMAh5Id
AyOWs3,175.11,y5VyTcuy
QcrLPj,175.14,9whgnnzr
IcmAGF,175.04,iWdY4QoU
r73ct5,175.14,tZOMlYEv
dbLZUK,175.13,lYmrdP8K
l2FNqS,175.19,2Wbcmk62
hdReBr,175.09,xh7ZPU1u
SDliJz,175.16,yhIgIknv
HsSxHq,178.01,4zmElR05xKbUMLu8ys
cBydJ1,174.68,RMr14CLdEt9V1vDbrf
jWvH5S,175.22,mUIMaPplSZD596afwS
iTgOEd,173.78,ulweHp1R863LOoL9he
6X4Mvv,172.45,0U4lj4sVJze2l944uY
RtsFKS,173.87,jSKrgZy3RZzdFbBUuR
7YmAbM,173.89,ujS46yWX7wf35YWRXB
7ZBkKV,175.38,4tw0zMx5PasdeLEpxZ
zG6hwO,178.53,f6bx6IBEqlDuWvG7I5
Wl4aqZ,173.35,JR1sdBQUM9qw62dn1H
POWbXx,171.66,UG3vmlndJVj4NDGym6
PN1bMd,172.35,oovNdL9Xt2s7RrGf61
dypoYh,178.54,OZGmUocNt7nMzDSBKp
s3Iz6u,174.68,uA5Cv3TEu9NuHjPV3R
gNBYx3,179.9,uOqiVMd2SsaROUEwDL
d8WWRo,171.73,vZs6smDcvkUSSk8SyJ
YuqBzN,172.4,7hMJnIjzuP93Quqdm0
HhWvqd,171.88,bmiCqUJTpcjLkQ2kRl
kwLbc5,170.11,rzXmZlqVP85B32o9ym
Vbc1NQ,172.47,1X3XJpu07btGSjOsWq
XAyWzS,172.12,o0NR6HNyBLog3qAVjX
9RViB8,172.86,06x9hZ6y6Eq5OLE1uZ
Hu4QY2,173.19,RheoZi7DL118GvqReQ
kheYTc,176.51,g9jMI8x56t7Bl9Qi9q
04Tyxe,172.56,0sogKX9arKofD3i2xq
ArL0YL,176.65,BjMpklblMLAryKclPT
LfuJBm,175.22,MPxAnnkM9NxJ37x5cl
3WwmVq,175.91,jdBN8wfabxnbKyrdMs
vu8mfF,170.51,oe5R0OhH1ohFX7uMxy
NFbuSy,173.32,VQYXWCZEeaGmJia42H
fRaDhK,179.33,ZLnuKKGeoBzp95TSSq
YxUfWY,174.7,4ehSqyMIGI835DFoGy
PpxtRT,177.08,j5xwWOyhC54TqZnyQJ
wZGcKe,178.92,Zf9bMGgaeMqXyfsBN7
uF0It9,172.39,VKHzQSnkZXoWxrdvDu
9gg3Ly,179.5,anal0mwaewwSQtjlvw
YL5AGM,173.12,QNJSkBW2qV7RUzQ70p
KIGsMC,175.79,PrWlPTe1bCv8WTTRI0
Uub47Y,173.45,oiVnqc0htPZ3dwqv8G
kyF3l7,177.88,14RpTKkTvziW68n6yf
rlWcxn,174.43,2qWnaPEdl5OjOc5pGC
lldVOS,172.86,4vKtZiAcI0woXGC6rE
Mxbr5I,170.07,bkXjZN38niqPm6DYN0
BayoX0,179.43,HGbUqpWtKVp4LnjVwJ
ZSZYTb,177.9,ne7Z0HGhE6K2vPRQyM
LGUsDQ,171.9,ws3zlmEVeOa1fm2Knf
iW3357,175.64,EAPKaeBNapeibd6dPY
OYeuWa,173.37,IIkkfJmNcfEbc34dfG
4GCAqO,172.24,BiQT5oxewQWGYzGFdE
b9HP54,173.94,QcoODqvOG280uvySyd
elljEM,177.36,iLs3ggGUUye9rujmaB
XytHlR,176.68,FuWU0W1tMhC8yiIcrM
o0pGqT,174.46,V2E4yvwrVxHE9PwTeZ
DqvSxh,172.6,Ml06lL7IqlzBTfVGi9
5gGLby,175.02,ycXNKAbYy2X5kMU8h1
pe4Ad9,177.49,aHL8D74CBFUkuCDO6T
J319vf,173.69,X9TMGm20BOtrynpVeV
5AZSta,178.31,UrGYoPLhnSRS9l5A06
4pTT0x,178.27,BB9WlozOrhmbXhGtPS
teEbHd,178.3,5tpf78uMPHpuVNxzl6
CnAwwt,170.54,guno6cBImrjfSJ3TS0
SX8oR1,170.72,xQOjHI78q2UCchvmJK
stfTfw,171.02,drr6iMiwP7QRq29SUy
Yp8bn7,177.05,4JtlWvC6ALzeB36Jfm
EXDEpu,171.61,7BDV0JrPebcMxfJFTe
FUOMPA,173.79,dB7BxavVuBWDCaggF5
IThjlx,172.31,xuuXcu61Js3TMyqgH3
Ns14WA,172.37,wZeK8k849LNh1UeKEG
jtXwZD,177.57,LkpSCq7CAeuF27Ej6O
lzseOI,176.98,2iTsr8eCgHkSiZamG0
WSLGS8,170.25,SjE4Wu3b8PMFOJhRLP
IvG9la,173.13,5PmC8CSrhlrGZEo2sf
A0PDxh,172.42,nI6XkJYbLqfpRVKUOw
