name,value,url
7HMo2j,113.12,qzjBHBkjYt37JPbdlE
Ifb5IE,114.68,ORKLNDKgMqcrVHpKeR
wqavAt,110.73,Hj6WboLOuWh8IeHqcJ
sA4XK8,115.72,TY0yUZOU9M518juNLQ
B0F07e,111.42,9rweVgrYgbwSsC2VKk
fWKB5T,115.97,56r0ZhhjwzPFq4kd0B
2Sluj2,117.64,2ZRg3t2LygYexu5iZo
GRxs8F,113.01,Xt4T03Wywyk7IeoTar
o7ZXw3,116.29,sjoKsEZW2YCjyS0WZm
M2b0N9,113.6,pU3oTWYOkdAqtWi9yj
8DJWBO,111.07,PoVy8MbVIf06TOwukx
cx2yMa,116.78,bMODdYScgBMAia0rpg
uQ0w3A,111.72,DBbPzo3Uz5eRV8To98
njpZnM,114.77,UBtXq3ya3f0lUaA1CW
2q5Cnq,118.93,bKK4JHGfikqHjJAc1T
JZzBCK,110.17,RJ5bOYV1eVODOgxqgP
vMuWYo,112.1,1Fn4F7nlOaroQAYEKP
YVwpbX,119.59,rmaeCAAcOmo3E7iYoX
qi8alG,111.21,2bKfSG7jgu5NqBkUad
bAfhqn,116.59,AGZawJBBq9NBUKLWK1
zlMdnR,116.86,kushA69LxlvkCmZcFb
d51Uz7,114.79,LAoJnHt3TgMMSvbumL
u61BL4,111.85,RvoOgapybTHtN6LVmK
hvbAAZ,116.37,xKl8HlPJFUk2AKrfBH
Gj05Y9,113.1,UUutTiNoYQwuhp8gji
TU024u,118.33,7LBmMS5hms4PO9z3d9
yn4IJC,110.99,cdF99K3rungubwcpj3
fZTy4S,119.52,Ns8vRRAEcuZ9UMzWD7
zEA0Ql,111.8,smyBbC9fA6yHQUAmVg
5GP3rs,118.64,XymJQ3C5Obd8k80FJU
iNe0dZ,113.79,QFdwFH8OZ6t0rsYpUJ
MQUJDN,110.8,IHFuR1zGLXFr5kWlJg
Ger89l,112.26,QgDTCAqA2UBfUXAGJI
2gNNxG,117.85,W5P6Z6z80nAulNsgxd
yiuON0,115.83,K1JEmvwLuiXqQiRjn1
eXjqyO,112.98,tiJIZ5dEBZ392MNWoG
N1Ditl,117.24,6vgqfSUMvC21cTwUVm
BgFeuf,118.63,W0Iwyg0PRpyouNJYQ1
hV8uTm,117.85,ngJLhn0A8lWlf2eRX5
iCRRLn,117.66,vMLZbPBLwT3vEuq6Ly
gFJCvD,114.28,JPXnLuhUyyenJhh3XK
ZmcaPu,112.79,n49MthgbWwlUMCAi8T
vuD88T,118.36,xLUZ6z0QmTXEaFw1dD
flgdqK,113.51,gNi200MMgV7FDhTmJx
3ayU0F,111.39,jRU82qdtbwaTSb8sDg
vGxxBw,113.62,e4UiUfyT1q0DCcfubS
i2mKr3,116.51,xlrtzWmhA0UHLORGIK
S6DNzn,113.92,k0kAvB0jNC12CEXOVj
jJ1NBe,110.47,vIuEwt1zx5rULXKrqV
c1yzVK,114.4,1zNlQ9ozN5r8TiBRJK
pftNaJ,114.38,CHpeDPkNYOKcNh5cTH
v6bIfK,110.48,XQ6JqviXOIeJSDkVnE
743pNR,114.28,Av2MoMjdEN3fn5n8Nq
NWxp4s,114.26,IJCv0wah7m4O9WEEkJ
WDPc31,118.6,MYauFY1h0Ul4RLWhte
zgXmi2,117.56,ji4hpDUweyj9T3YXW2
2hkBcE,111.96,yKTO8XCt3jm9fQIIxT
AW1NPk,119.64,hmkoSdRNMYeEmXZqmK
56r7Xr,119.05,rhUU4nciPFoUUdivr3
pQQsFs,117.07,peqQKJjBbrna7zHVXK
llkRHD,113.76,bU1ZfqvshtKfXPpS86
0kPssS,119.26,k9SZg2F8Lyjbwl8pHU
Qll99w,113.14,DJRLCUORGHfeP5clpa
94bl9o,111.9,YY4KTyESK0Cfm0AOss
