name,value,url
W6JP7A,30.23,G3v7J5Y4
goUNgC,32.39,ua9EXtf5
8vqaWP,30.29,EtgCYG7u
5RMRmo,31.44,VM5Xiez5
ITqjPW,36.16,U4cMv8YQ
5ftIYI,32.2,jb0v2SaX
x47g4E,31.19,ypCaXqKo
y7rYlq,36.09,WOI6Y7oA
aiRdfP,35.29,jZwvEHP6
J1xzTz,34.05,4RR7zwav
VptNlS,36.39,06WCtS4W
tMyXTW,34.32,uC1oExG9
GZDkUv,35.02,LrCgKdw3
qGlAyD,34.24,y79pd78d
9kAGju,31.24,volOPVrT
cHA28u,32.36,v7zfBGry
JMN3u5,34.26,ZC8JcIWl
slXvRj,31.08,1ItbfxUj
DskcqH,34.36,L7eKl2cX
dZVhwE,35.33,oWMBQaKH
bd3GvO,32.18,GnBpjXBc
Ls7NeZ,35.3,PGTrClJd
Q17lFj,30.09,iybX60OL
Xft61u,35.11,EkFLaWVx
qsSbM7,35.42,SanC9Z7U
XSwl9x,31.19,qYD7FsQB
h8CN0v,38.45,DTa0e7jO
f1MDiI,34.15,nFUVekQ2
8Ny7zo,35.35,UoIV4vXa
TeJmWr,30.1,yqik9qWv
zgVJ33,36.06,VRuxpPu4
Az0hIT,30.04,tN0SDbUb
HiGlw8,37.49,Rqc3T9k8
tIbY03,37.24,sqthmxyd
VJilFA,33.24,ted4o520
7F8CIk,30.22,wF5Eiu0Z
OQhNTG,34.2,ufjikTOt
qda9FP,37.28,N47pIobv
AZjohq,31.27,1plxPUCw
4LKnyH,31.4,do8fcpOS
zeyAYd,35.15,IIT2J6R1
3w5gD2,32.11,FKT1MRqu
bRuuV9,37.4,vU6UJncG
u1hVCx,33.07,HAzQaCcA
uXdin9,36.26,3Ng5I0Po
qMq3BN,33.23,vyRkM5ot
mPxVb8,32.14,BCaPskFi
KYHQXq,31.33,w7UqDu1i
NTD9bv,37.28,pCgrxVrZ
6SjHLK,38.36,sMUdNaKR
0Kv6hA,31.36,ziWCWn03
A9fHxg,33.13,YIeCJ1kN
PVHlLf,35.3,W6ObWIX6
E5OWHN,37.3,UbPBOys4
IrdNtG,31.23,Taiuk7bb
B1TTt4,33.05,uR27r8xb
TuUgzR,33.01,wai0BB4F
U8vTEN,31.11,hcUB9hK9
IxqOP6,34.34,5TI7Co87
6ukoPj,34.43,jLoYAStw
Ld3hqS,31.23,TOdTXWqB
0cTqvS,33.3,yDhPMR3t
TMCs8r,32.06,pZfcqGV6
fiJnEX,34.4,s8RBL8kz
rJULHi,37.42,0bR0L8pY
6GlvB1,35.19,tebiLNR6
XShBab,33.14,0gkSgCyd
zKGciN,32.27,yMIk3Y7Y
1lGZD5,36.13,JasgghX4
ZPvWl6,32.4,4W2erB5z
yOLiUC,38.13,EL1Ols3N
jBqNvc,33.37,YRXPgGEQ
ErUn7p,34.04,B0YZE053
mIxFTV,37.39,RdSbVQsP
AFaXjs,31.11,lQ8mDmBa
5NKIx2,33.02,1SyS4FlA
AoMpwV,37.14,8MOtPLfl
fmRWoq,37.12,6QT2uKtL
qhHAv3,33.27,dP0I2lHn
FpBU0J,33.27,L2tFCIn2
dFTyL7,32.04,RJfq4DWK
CshrGx,32.19,lFqu7HXC
Gk51B5,32.48,TsuXG8sH
kfirJg,34.32,sF7GFFad
NaD4iU,36.34,Rg5l2JoW
41EcS8,36.21,Xw4htNdy
BLGqwC,36.13,TcPUyK2i
FsOU01,38.43,AlVBon9N
DrtV9i,30.29,LpIp0C9q
DXGeZg,36.22,UPCUYYTm
V7dIdU,32.05,1PkreK8L
m8jjOf,36.02,BCDghWU0
oJJ9jo,34.32,dxaaHZNA
QOTQlI,30.37,VOa6wnPx
zkoDS8,31.13,O1x99zRt
IrSW8x,38.02,rCNT0Fjt
gV9ny1,36.31,mSspFLDF
psvj1X,37.47,TDPCRIht
1z5bXO,33.03,R6MeGWZ5
tEnl8v,31.24,Zm81ysJD
IDbyPg,30.09,cQvxir9u
MAJJLH,31.24,BSf6Yit8
8fx7k3,36.09,ReoGxuVw
5mlywx,32.49,t9lzdAyn
K4CzGj,31.2,lWRuuSOC
ekC7IH,37.18,NO5NxnmP
fKsfJk,32.11,K34iFXyA
RO85V9,33.34,V6pBLmeG
G9kc7R,34.41,NhqwvKHf
19X6Qb,34.24,A2dUaAbr
m213Ry,31.04,DqQYdind
MxZR2x,31.19,PUR8LtJl
QMm9vR,34.31,nUg8EGYU
6vHGnm,35.42,cJ3tvCOe
P2VaDg,33.15,iaYV81bU
7erU05,38.09,3NFhTiDU
KT0dCF,33.02,KXoGEqSM
7SIYxF,37.34,TlmjrYtg
T4BNrZ,34.27,oGojH6HL
h6bNvg,32.01,cV8Ix1ks
vS6Brv,37.03,aFQisydz
hzeR7i,37.18,oBkXbc2d
mm5xBa,30.01,p5i2TKfY
RWpDf6,32.22,93fTdyPR
UUsLje,30.3,cP9naCbC
pYSuuA,32.16,s9fY2d4C
g9TKjf,37.14,oEnCTXtZ
FQonoW,37.01,8Pf2nopA
BX6bpu,32.26,xm8DHkh7
0zFL4d,37.14,UKvqCF2E
YvJzSf,34.19,xJhainoq
pTQJmC,38.16,K3GLQfll
ss8WE9,38.1,cCgdWHnh
tRta12,33.33,0jqb5vSA
EHnOJ7,32.44,1uPSij1B
WN8Xrq,32.06,M3ignOhx
JLZXLp,35.29,uZtrXJn5
eeH6jp,35.3,36puT1Dp
W9tMfU,38.33,kiYQpZbZ
0Wq9xU,32.42,F7UxuVu2
SSseJK,30.21,iyoCUV4n
3fQIsD,35.38,jpywUHt3
ZvpRKW,37.04,IgHGRuZV
0CtWOh,35.32,66Cuxxfh
2IsRq9,32.19,WxuyBY7I
83kwtu,37.28,jtUmpBMv
vg6a9s,36.4,TKsrHwsi
H4Oi5Y,35.01,YdZGC0Z4
HAE3zQ,32.23,ufoSQlsd
