name,value,url
7Ivwp0,477.1,F69u60kC
mzuZWn,475.14,Q3tT5xv6
k8rcIz,479.21,WOJ59uwj
KIEt9y,479.24,9sHZgF0q
CFPc8p,477.38,wzjSICpE
51qee8,472.38,Caf293LR
tktOuz,477.37,33MDfPnr
mPMxji,477.07,YvvqYpqd
C25Awp,476.24,XgtnS4Cb
tGZyGo,478.33,N4QCTIdO
Tn5mUs,477.43,YSDkE3u1
jIjIGP,478.26,2Ikfoqnr
gsQw6q,472.04,8BWpe40F
ToTqJy,479.47,XS9vkDB8
R3yTjK,477.12,UCPCTsPR
XeU0PB,472.16,V5aB3EdL
38Sc6V,475.29,gMqIPFZS
z1wuCv,479.16,dxN2xk43
d4HnOK,476.25,vZo56CxE
cnJopk,479.19,foXfPBlp
8uB9eu,477.11,aaXPHyrB
Cfzvaf,474.28,sqjlxgot
Mrdaw3,472.1,DKjzOljv
yE7XOP,473.43,y7lDgbFp
FXGrVd,473.16,nEFNk12m
567bRP,479.16,LXi4XUA6
VoxzGm,475.27,ReO9Zizm
HuDmT8,479.02,PRVW71Bi
1i4cUv,470.35,21vzyUgz
ZR45GZ,475.34,jfJxD456
wUN2wN,479.33,xaDjYPlR
EHkxHy,474.42,UaSiwf8l
lAtDxK,474.33,QiizqTPa
vAmk4y,470.42,0DX9kBpI
w3so2n,477.37,kjwvWlfw
HzrrzM,472.24,1Ze9g5eZ
urhMiC,470.4,reZAcQHb
JCNYXq,472.4,KRgBolBJ
suiTYO,471.48,30A1GZqL
rWhbnI,478.34,msakMN3o
k7TpJy,472.42,7w1WvC5G
9zB3kF,470.14,RBS5VYbT
ZPVpOr,471.39,snGLmQ08
UXaV9O,473.18,lwnsVdGw
0EDIQL,470.15,PR987UVE
f0CLPR,473.35,NXi2I4LS
aKW9Og,476.42,ZY36Dmv7
0zi4Eo,479.47,rs8hZCyN
0nMqv5,470.28,PCTv9Dvv
CqT5FI,472.46,1LUe1y8X
WF4cRQ,477.27,PIRqZeIx
sD8k3v,474.2,k5NDA5LK
5TNPsn,479.39,01Jk13Ni
05mglW,472.21,cFRrRKFd
