name,value,url
itfjUV,45.35,uOaxmNCO
MSIle4,45.35,0A2VEu7t
Mw32UE,45.26,yKfP3Tp9
BINcPx,44.37,h7nkiaub
ICpoIS,43.36,jarcGPdX
1MWQy7,47.18,Eno4RMxh
JhBjRs,44.14,CW3gcl2N
NguZv4,42.42,qSsd7dCI
fJR5Jl,42.24,oAwFB3ma
fn7DQF,42.26,gl5IeNdS
p3zUtY,43.39,3Cdky3Rm
G5jP0L,45.19,ndVhAhYp
z0o3Ek,44.36,75rmdNgS
hvVa6x,46.26,0UKPG7TG
ZDplhN,45.33,wPVktDr8
NterH4,42.27,eTwKKhhh
TJEHsK,42.15,BrkhwlI7
SbMXvm,42.14,pugrA0R0
AFdBTw,44.4,KkiBS8Na
qoKiIj,41.23,WRrQIOD7
fieqK6,43.23,ArX3sOV6
GhJ21E,47.09,prP5NqxA
SAgOaL,42.38,e7AOOZrK
prejzO,44.19,m1nYX9Ss
Gsy2lV,41.09,ePSvKnvn
rdM4RK,45.01,o7AmMs5K
mcWKfZ,47.25,L75WBx86
Nzu24Y,47.26,KVKwrFq2
HbdO2n,43.32,DVuZW07j
zU7XWi,46.12,VF0ysdFi
Uic0pN,47.13,ACkAHseT
49XtYS,47.36,Q0aGraU3
vc3hvW,42.15,8bMpNHuD
MoxAUx,41.23,UBIQNfqe
pLY65A,42.15,K1OHN5b2
j4ThVF,42.04,tMee4DrA
SBIGRc,42.12,qZ34kaX0
dirWT7,45.06,Wz90q24a
zM38sx,42.32,7FLxzBDL
74T9ua,41.4,uWH7kK1k
0yYMe5,47.09,WtRHVGPP
B6dKVm,40.35,NnhE7VJm
lYfORY,47.12,44EPnln7
gg8fmH,46.04,t1Obd4wq
BcF3nz,46.32,e0H3LDr7
Vh8M7y,43.42,oEpDYCS1
Z5W8LG,47.3,vxAZad2v
HlpGCs,46.09,8wg8Py6X
E2taGA,43.08,FZq76ipO
t6Zo1u,42.28,8OxpoV59
vBybRn,45.09,XnjFtTXx
79zqf4,45.04,kjsWCNWR
BGaqS5,46.02,rRp0H0BN
baggQk,41.39,BGW8DdNq
H8C0sN,43.14,1pVLuh2y
NY8HnC,47.11,bAvtZ5Dy
aehLHz,42.22,WoK9CvDW
gznniY,42.29,WCUIYXUA
Kgy4WL,41.27,e91x3xzG
GJXy7d,44.38,nOxSeqMN
AURxny,43.15,XZ0Mbcf2
dirmNX,45.34,TiP16gV7
na8KmH,45.11,iXWhr3pP
bnXYAU,41.27,4RYn7eUs
7kUBLl,47.12,J6tsVXDN
E1PqT5,42.04,0QHmvVDv
w5zOuD,47.32,QUxYYllB
twH03P,41.07,s89er0yx
wvyz2w,47.14,zFQJ4akp
PFiT6K,41.39,hF07in1q
xOCSyE,40.05,KZgHERou
bZf2um,40.41,74ib7fce
QkhzOv,41.28,onjy1bKC
akxUpt,48.12,J6wOK1fP
8pm1HM,45.25,s9jLD8VK
siTRg6,47.05,8GsMldqO
xHEGoB,41.1,u5oQ8TCx
d0HwiG,45.19,dpGNoAOj
