name,value,url
TblBE6,23.4,jlvTS3HJ
kiebGz,23.14,xfXUHNuv
EG1UWs,22.48,g7AsKbfi
wkxsNe,21.38,IDHbBnzv
8DD1gm,24.35,3CPQz2EC
N62GCg,24.15,CMRgryxD
smCOIt,21.1,ZjSFYanj
SabGqM,23.07,VYuzFF6z
MrEE43,22.45,6vuvVpA5
LPC32u,21.21,I4NH4Frq
byaOtv,22.18,lJx9XNn6
RilvIN,24.28,j55MTHcC
eNjNhx,25.29,ctjFLD0e
HeTNkx,23.31,qEbEg4hK
Qea41W,24.02,lkcbnPRw
AjcjC2,24.49,gax2fcDx
EjralV,21.49,cWGi3HJA
7cN57q,23.22,Xidz73dk
gIyrT5,23.35,LjyzrNCz
zRKbu9,24.42,k83RuU5r
p3O7d5,26.44,NDr7HhoF
bT8XjV,20.37,4jUD6lTw
OnEiEp,27.37,CesocRU7
UrvTLx,24.23,eGLgr4xb
awOX27,26.19,iSSTGTX3
2BXkKK,22.23,A6QR4n1t
PIC7NJ,26.39,EDV4vKTn
wSApUE,20.25,iNKNxpY1
P7ObiM,26.15,IQTkzgY5
jIqYD4,21.46,V9lJi8YX
sJZGbX,23.32,ALqPX35o
QBbXq9,25.09,DXnzVfLm
3OZvlq,24.1,1AkTLDwd
FCeCmd,26.03,Qrz7hd0n
6gdixL,20.38,e1b5r2DU
JhccIU,20.44,lLMvEi9R
IMqcq0,20.4,eR1RBgza
JlauSu,25.01,7QEP1k0b
Pxtx5v,22.43,BPnFkqBR
wsiGkL,23.06,ZqYZjWy2
X7HFYV,26.11,8eA46z5M
EtrUUr,20.47,fU3kIRGc
6X6tfp,22.03,ilKB2uWU
iOSnLN,24.29,8ubKIDHl
oDxvcF,21.39,tL7vTDr8
ftXJ8U,26.03,iiZgkqVa
eHNjx6,28.08,GA0ahgVM
c2wYEH,21.4,b0LSiEAn
udzz3k,28.11,oz4aLOgf
HAM2oz,28.1,WwzWqAP1
sA2fpE,21.39,GrQZMdkn
B17jCW,27.23,f7FRWNGH
5wNxcD,27.15,4FRpQuEs
4yVES4,20.0,RwGl2VhO
7BHfbV,28.4,lVHVqVjb
BBskuB,22.32,dDAbEM4y
dwZvUU,24.06,mGafm8Hp
Ykv3fG,26.13,IEiPIXJq
vqjauI,24.38,Do3VK5AA
OSfdbA,27.16,zbATnQ0O
FIQ60Z,28.04,TbREyfTl
v5SDJ9,26.41,ODDFBVMa
it8JQy,22.46,1VdN4MXi
JBf9mA,21.44,qPclmXel
ZgIbYQ,25.31,sbNynl1T
Wzf43c,21.38,ls4uTQt4
YJ48se,27.03,Y9FRLChC
3p2Rh1,21.42,eq7r7Q8q
3zbKo2,26.48,rJQtRAii
z4wSoi,20.22,PC2eHywD
dBlJaa,22.23,xT3s6tPX
REXhYA,21.02,D7c3IVaT
wSzaaZ,23.22,ldb5DcpU
MVzG8v,28.01,209X4WWz
YJVZRo,22.48,jALC8wga
rhjxhF,26.47,DpRtYn7q
siuBRL,24.16,RB7LWoUg
cJkRDS,27.02,BMT2oEy4
mzkwNZ,20.35,zP6aQGme
wRX6AI,23.07,RY91ugn5
bCs2OL,25.37,E9i49ho8
pBTqpU,28.22,grULKCHG
6dkZWa,22.42,BlaxpuTE
J6ZP5F,20.12,GsgrsFaZ
OLu0oN,20.36,ZehbY6a0
oij7jU,20.06,25cULxyV
qoi42K,22.41,nQuPq87f
dwnEzb,25.36,6iD8RDZ4
GuI2Tx,26.3,gTO9y441
wcUOMe,20.24,oK4rGtTH
bQl1lM,23.33,oNUvtiLg
3a5QHq,21.3,uASIYWKx
ZkmHxk,22.49,lYulu1x8
Fja91r,26.05,J1dTHF2J
o3ehn5,23.06,X5pOve3A
W6I4UU,26.36,SuyM432G
0Lpjly,25.37,8fmD4BFo
VqsIdk,21.07,NiRiJ2AN
neOrSs,23.02,yeNdBGWe
jy5QQ8,24.11,FsprTWGX
xoTdn6,26.47,ZX2fpmCU
glFurr,20.03,Q3lnWGkx
946rIa,20.31,2wUlSO9b
RrSEWz,26.03,g5ty0jv9
MuJe9N,22.16,LFpMmIeE
rBATtc,25.12,Fh6U2u42
wka3TS,20.35,0GbTw4Fv
j9B4VN,23.18,HBQOCTLB
JGvuKY,28.26,FtvOjUkU
4sTdpE,24.4,zvif2ezq
xPtLoy,27.11,FpC5FOP7
gSsFVI,20.14,iUZ1tqqe
NgPDNJ,25.01,wvP6ErGF
xBaAI6,26.48,zWZeViBo
WAEy6E,28.28,mHBAAIwh
IcplBV,26.33,mAPJXXtF
2yhvjR,23.29,rmFjiMtK
ex3eQB,22.08,KsicBFFa
lXPF0m,22.08,aE06Uydu
GswQHd,23.06,oAkwVlHS
VA7bgq,23.44,M7uQkjbl
xVtsJM,28.3,TcoBo8jq
anfRpg,26.39,eEu3yuaH
jMOAkJ,26.06,1m2QW6RT
IoM2Iw,24.17,q342q1NI
IdS0xJ,24.27,jEQkoA5O
Xm3dRx,23.42,oSUfvyir
986ZRN,26.16,Usl8NUsq
ddUijr,28.44,SoUV7JOl
sXOETc,23.18,lbYhiGbZ
uaVvdT,24.45,jCVMHu1N
K6F0UK,23.05,sMrwGbrT
Suu6i8,22.04,G4j47nnK
GkpESV,23.45,hr6Pzv6F
spAVUL,27.4,TOgIxXrl
zBvveS,20.23,LeHAZlZG
nWM46p,27.33,hplyjpl8
AXwsj8,25.33,2sCP13Vb
zIu9hp,28.12,9gUK9RlJ
LFUTs0,27.41,9cQ7pDbd
LQENc4,22.45,UXZXAvy1
aLKd84,29.23,QC2BPXPC
vK5j5S,24.22,HdHnsgGV
lN6uka,28.15,INsNaYi6
0mtx8G,28.23,2xaM7DHc
4ACUdX,21.38,8hlleuXm
9ndtYA,21.05,N7zKslPu
QX4RjQ,23.34,4A3bcKM9
32jpWm,25.23,E3VpazLG
NvCbnp,26.24,iDSdJPTe
bdYAO6,26.32,l5J5rbQJ
V8ypF2,28.04,7qdF14UT
B5cmc8,28.22,4WseV55M
9CNFJu,21.3,Ty468U7X
wy0MG0,23.36,ffTDKUUE
pojeSC,26.4,7sI4gRme
DMELVQ,23.24,nGf7m18K
OIbYeJ,28.35,oTmUWAql
I19NYM,29.06,KLLKqRkQ
OSpXNL,28.46,wsKa6U7j
LGeJfv,25.19,OmjvayX2
umjSME,28.06,o5ZcVTFo
jQFARw,29.34,v8TAt6lu
NCDLCv,23.02,WpXw0ojI
03bC2v,26.03,jOMPgUVR
1etvkd,29.15,ujrQ9qDY
HLy645,21.16,9Y1ciJbs
TAUNkZ,20.39,DmPjYLky
SDsMd2,22.02,2Whlcv8X
lHRoHy,26.1,cw6d4fID
kNUesM,20.01,ivm15q1Z
nXWhDG,25.32,KKJF5xb8
pmgyF0,28.31,vsbnZ9s2
fLl4xx,23.07,H7yV0Fuk
7VGtQI,22.17,pqyeUL6w
tw33Gv,21.28,wvnlTcU8
fm5fij,25.06,8phbv3NC
x2P0lh,25.31,IxyHSad6
kHBzoM,29.28,O5skxrtG
PAxQjl,21.13,u9SozhXX
6OHST5,21.01,3ao9wgWh
T3axet,26.46,grqd8YSj
uAFnK5,24.06,rKOeQkgq
Q52vny,20.47,yw1eLH0e
bpvjXH,28.24,ZaH26lVN
15xwpR,20.38,MJ2Ox6Xb
YyULXn,28.24,2PAlFUj1
MtWxly,23.08,AYCStQ7k
bkqydg,21.39,bKRwtBAa
AqNoQh,29.1,gZLBrpbO
Y4NACJ,21.11,Ss03Ofac
jkGEOP,26.15,x0WexfVG
Nu5G0n,26.1,vwt38vvf
QQ56VV,21.07,bM109NGC
