name,value,url
B0rfWw,360.26,albtSuki
oDvYG2,363.03,CknIwNtM
APnner,364.2,X60i6X9K
V0YSdD,363.16,5Xea8iRx
djjoFt,367.31,36tnVMYo
QKSzcq,363.18,51yESCK1
NmtirC,367.25,pgvHaNxr
xJ9Ydd,363.36,XJFssGRo
zDkW37,368.17,6UCliE6D
95Jm4w,366.05,Rs5Xta4s
i8yOA1,362.36,kf9EMww2
L49QME,360.29,2vQ6Bbxu
sc3WgR,366.09,499Sr6he
6GwqFn,360.29,3GqxGdE4
TW7Y28,361.37,T0Ex9DZM
ulemub,368.16,xGejZxs3
1H4sgF,360.01,4dvf7T70
ftYxwb,368.3,OZZEtOE1
vE3a2H,360.03,TdHjuon0
hYuu5l,360.14,1RPRjC3m
OqRpcg,360.03,a8igTgWJ
JBU5hj,360.22,Sw4UwuBv
L3QNqt,366.28,zv7hMloG
uj6XhL,369.21,UKgtZ5p1
ARnEh5,362.17,OkW7sKFg
ivXafk,362.16,a9pNvS1Y
DBkXTf,360.06,gFgrbUZu
v0AFyg,369.2,MIwJO2Zn
bVp5o0,367.15,RO6QVqOe
xDLvf4,363.09,xGjiZsA4
wxeD8b,360.3,006UZVeR
m8GAbD,361.13,7rQTEoBb
AeMP4l,367.17,mozt804V
0UXAxe,368.17,SoLro63z
SJBApD,360.22,swtdr4rI
K6PX5K,360.25,R5I15aIW
v76pUh,366.06,6S8lBIc5
lHTJU5,360.19,v4MvBQPC
ZGqFRD,365.12,9qnSTQWg
3NyVua,366.15,u9PMbiR1
AXeTeD,369.07,BGkwRyew
UMTCwc,364.09,KPGnALtQ
pnuEXh,366.04,6rZMzQwM
LTwfaf,368.01,EHs0VVPV
85BzP8,368.12,AgC1yPVc
zaswJW,360.19,rzLXK0BT
M4eNgl,366.16,GDZ4vq5R
K1w1Jc,363.34,r6nyxHfN
GKRc6I,369.01,d7U3tN77
l04JIX,362.04,wfxndCp7
uUcjgv,362.04,YGMPpCBP
dRxF5D,365.18,Ent3XnEK
EuKTVD,368.06,3uALrLcJ
Kex6k5,368.17,lz0gcBZg
HZXwJg,363.26,lFgEeHei
9cK12i,360.26,Y5pXz35z
izcVAM,362.26,hGB5jj8V
hIXoP6,361.04,1COmeM2P
IXUEqQ,362.22,Cb21AUMN
ACEkCO,368.07,8fNbXHgx
vGOAN1,361.34,8locjZTv
W2pRI0,365.14,VoRZLGuN
Gb8my8,368.1,xJaMebYY
JcwdXV,362.26,DXLBQZgU
hOMawR,361.05,crjfhsqq
Kc67Eq,361.13,hmaG2Am2
Un0Bpa,368.15,VvLLNZGD
5NzNTo,360.06,Qw4KF7zZ
chujr6,368.06,RvJ0gjGI
OoG42y,365.13,gLk441Fc
Mqc0tq,362.34,X5aGzkgJ
tnVHNm,368.21,GEXHLPAA
6KprTl,364.07,iUcwQeoh
lkGl20,363.27,Rmd5ce11
Vokm1b,368.18,chvTJD9p
znMqYI,368.08,CPEmAaTI
SCnJ22,369.17,tRd6uQmh
KQnOMU,365.16,PxOV59cJ
DsJ1bB,369.22,v4NPqPTC
GVpjQQ,367.07,vP5mizUT
wT9QmW,362.2,t5HzNRkU
9g3kYX,367.02,URGe2U2V
jf3pyL,361.34,CQtuXssD
fLL3IS,364.01,MdXqhoI9
1gqqOf,368.07,BYB5Hm1t
qe3qoB,366.09,1H1FxCfX
fSVeeb,364.04,psoDmoR1
qLjq9B,366.2,oSQc0vDl
JzwbFN,361.2,mVJqodDw
CaO18z,366.12,dZclmmTK
iiyzho,364.13,jy2WK6Mv
XT69Sz,362.08,kikrpkkM
eIgV2D,367.03,X3QtGtuh
CFXl2b,365.23,xoraKCUH
zIzUHY,363.36,dwDjDd9J
BQZ3fs,365.33,Oc9SFuzz
NRAtX3,369.23,XlaaYKXP
7DYvRr,365.06,7oqtA3pg
3tX5DT,366.13,e6hxntPQ
00NGRq,362.06,462NBhSW
UAl4m4,367.3,gF6V3kY3
91174A,366.11,vSQWWWNT
SdKMqJ,363.32,BD8WKxWo
6JgdJz,361.05,k0n7WTeb
TWVAh6,365.25,t3l68hWm
Kqo9Ru,367.18,RChnYHmO
5AOZqe,369.11,zlEGe4Hk
wbn4r2,361.23,5YiuqloZ
68HAAb,361.22,W1yymDXx
KD8hHo,367.13,4vPjyUGS
inIG4H,367.13,c9uyydjY
GAtHQZ,363.04,0DZQrqjJ
R8snef,369.16,nxyDmsfe
ioVlRi,364.1,Psc8x1JF
45GBwt,368.2,ZKIdCbHi
gusNyg,361.38,XItfZILC
e5o1ET,363.22,e865UAUT
tbSlMk,361.29,blE2hrBd
tkMX71,364.19,qEP8TpK6
IGPq7B,368.19,cuR13eo6
QM5njO,367.09,i379KoEj
JCp7Qw,363.32,TiGhGMYU
LE9SVy,361.38,9S3vmGno
