name,value,url
NmLFhn,288.28,kYfYgpTo
eoTCJT,283.19,l26vCnM5
aWIjsj,283.39,UfoVVleh
SALlu7,285.43,CG71oNTC
469ouy,284.26,eGWFv7f2
BfH3y1,288.35,n75gSS2g
55lW0D,283.39,s2tyoBQ9
12Ucc8,286.09,uWcEqxAq
1bDM3d,287.05,CAejS2s4
Zt3nDR,286.21,zioDqhXK
1t8gsL,283.21,83lTs78f
9IFlpu,288.28,lgbLqzY7
bj1xUP,281.22,ZMQHhjLq
65S7gE,288.32,Xj64UBLc
LV5ela,286.09,dQfkOv2M
WT2Fsw,287.12,6RX9Atuv
nS9CRn,283.07,fuk1GNhp
4GvdQV,288.07,oENkSFIp
pxkwq2,280.12,jrLRrA9K
O4V0et,288.06,IGDrIEMz
jlgxSw,282.27,aGN7YTKS
w9yO5z,283.35,Nn1wWieK
Kx8tI7,285.12,oXsz65Es
p8SrEP,285.41,mmwxODfs
tgHURb,285.27,xOLEbFO7
3cjg0u,282.21,Xr9RnyEu
DNEOyt,289.03,HmUufMxV
s4EWvI,286.17,FZeGpfFH
uM18UV,286.16,1uEx7Bf9
jcajgJ,285.38,sNuk64hd
PP0XDn,285.16,03ulLdLB
RWTIk8,280.09,U2NxNGV5
Y6JjLM,288.3,2heWkXv2
sfCZnY,285.37,Ahxnvk1K
TzXdrj,286.1,nZ2bap12
ReROu9,286.23,IT8j6cKF
XGTrNG,289.01,MD1LPKJA
65V35q,285.32,GHXzFRYW
MzIpWr,288.11,k7mB5rGh
9dsOBc,286.08,OjgnQprH
S8YGtf,282.1,X3bfo56D
Rjd0NX,288.36,deMSfC5M
15f1Sb,283.26,ylNwihGN
BxWRy5,289.04,RFsoLax9
HYDl0l,285.21,lEvk7E5e
kZzW7s,283.36,WZDCN4H0
GOKoQS,285.26,1guDyhZI
Ot6Nqz,289.12,jgYBXx6H
brt9Ay,285.25,5TjVmo4a
5UoAQY,280.01,WeC51s9H
i4lo7X,287.09,8wYvztJL
pVWPHC,285.29,TbqP2jCh
fwtXKM,285.28,XHqxXEMz
exXlLL,287.09,BHsEPZVj
nFJ74N,280.14,CG3ezHwQ
kXKM0N,283.1,ysvxpS8F
zh8Rmz,281.1,EC5hbj4N
n09Te8,281.15,ZKM6MNvu
uVHkv7,288.31,qN43yRl5
r78dlH,286.12,LrPgSO8W
klvC7l,287.09,aQzxXtBz
MTkODx,288.17,B0H8Q4xY
mnNngA,287.28,Q6o3l28Y
KeT7wo,284.03,dy5GF9AH
