name,value,url
5rCDhV,357.09,eTYvn1eR
wOQkyS,358.28,5P8meRNy
cr1scH,358.06,Ns3OTFoq
tuOCbl,351.19,OYVUdZYo
6x6kF2,359.36,2hJH3EM5
ADdDB2,357.01,U0zySjFk
5HaaPJ,358.04,z1ybZSvU
FmIdW5,354.35,C1nesHYr
yk15R6,350.03,EpB4LlKp
Z8A0Dn,358.02,NJSGbs62
h1MpsQ,352.23,TDWZ5SKO
lI8VEW,354.1,9B2rxvIM
nkjHmA,351.08,P96HY8A2
AoY6ks,356.15,Zzm6SbMK
eOo1qc,354.35,hqck9Ebp
8yP1sm,351.21,MfW4M8C4
OFDqVV,351.27,9YSemONt
2yQc7m,355.25,U2HY2dtA
MWvpir,356.21,jSboohty
clfg3i,355.2,IwHzLzRy
0G0yB6,355.33,DDQ2snZ5
ejM8SS,359.24,gYrIUqMw
Yswjzy,357.09,oELqXQFf
vyHjCG,358.05,MGfQJrss
DEwolu,355.25,Lj1EfVNS
M4UWxy,352.2,8upY2WJ7
ZPXsJ7,356.13,duGOwsUo
S7yY89,353.2,g60xNd5D
0U4cW4,358.17,ttSN9pqd
sqFc4x,352.14,lGTKj6Go
OCM0zy,351.05,Zeu3zVFV
4QSsT0,353.13,ucnMcnmL
otTiFh,350.27,14wF2DfQ
btRuTz,356.33,Cf7SrPk5
5IDtcb,351.17,PIQHPpkR
ob1iZ4,358.22,ROvJwW4c
mzQlOZ,359.2,eLY9V8oi
dXyN9Q,358.04,u0l4zLFa
xbDi0Q,355.2,0AmqifsZ
UrKpBg,350.19,ccqIuQcp
zTlVLW,351.31,uSyvbCL1
gELFGn,354.21,GGYEmW0k
Pm3nyd,359.32,CupwVfuk
xrUzyT,350.14,CRLKpTOO
r9OYLG,356.27,XQruL2wm
UzhgBb,359.01,BjKLyc3E
ZhS5TU,353.32,fK9q3Z0O
mR21VS,356.11,kisVU5ot
lOPuMj,356.16,EIjGLYz9
51fDrE,354.14,FUVwj0Kr
EMHPJD,350.08,sxVITUAn
07oWoM,351.16,3fvt5Q30
V9aXdQ,359.19,rtoYkwFo
fJoAOR,354.01,8n1FsWBR
bGUVym,356.21,Mo0w3kbb
GF11O4,356.32,SBGM2VCL
6aEVkM,359.22,xBiEoYdz
0WVuS1,358.08,95DRf3Lt
rwTi2G,358.12,f4v9papT
zXkWIi,355.25,wL4w7vpj
ZpC9vg,353.12,lTxiafqe
QFSo6B,351.27,7fpbiXy1
rjPJHw,353.22,AkE1WIkH
pZmGQw,357.05,WwwDdm6u
NYD6VK,353.26,c1uNF3kN
rh6Jp4,356.14,7XZNcaxo
1PX8gs,351.1,06L9dAHv
kJakfs,358.19,sdutmg3G
SGTRrI,353.09,iXobc5pZ
n7PzbR,352.08,CjQfKwhL
ju0O5E,356.05,yYp3xG0T
te1I8R,355.28,PbwPvGJ7
U7nYdw,359.23,Yn1SKR58
Xz08OG,350.25,9w0ONEoZ
HnqZZL,356.05,nViUXT1Q
5w3z2H,354.32,yGaTqXbH
y8M2P2,354.05,lXs953v7
A6RXaU,359.23,YuPh2DpL
iNjQv5,358.07,cRFixRMk
HuIQGR,350.06,mIl0KbNE
t5aXmD,352.1,ywDUHfBC
AKHpDS,356.09,TqQ9WbKU
jttvhA,358.26,emw3GfL1
LklJGz,351.05,fxrsYjI1
4tWByS,356.08,upr6xmOK
jMUIfo,352.03,EAHHZtN4
BSDXmW,353.19,HFtn9KBg
Remi0J,352.01,g7rzdEdx
0pCnQo,358.19,wzSoP80I
dG9WIv,350.12,pufwvG8q
WOd5qN,357.11,yNJJpet8
wHlUNh,351.24,ca4LDApr
XivmTB,354.23,OG3crTAl
A1vKva,359.11,IiwQ1264
4oSsnh,359.13,DrgXNdRf
AQd0UP,358.28,MyQ3bo1b
9aHrxI,350.16,AwKzS2nm
U25gmG,351.19,2PywKt2v
16lIGC,352.17,AVuoBZ7h
pSe6oB,350.02,15ZBv09C
sBBAqJ,350.12,oQoJfesA
DCmsaA,359.29,ziQmSQE8
xCioWc,355.24,DJEVFrHI
IDz5tF,358.19,VtKkpOYv
X26fHi,358.2,cOuMUIOt
JYPkXt,358.17,N3RRmQhE
NjPPYS,358.22,KPmtlJbX
LVaycA,350.26,t1jtTYPA
0QeiGu,356.02,ZLbiC7Eh
KaWR9N,351.01,hhD0Zkld
s1e5nz,352.15,vpxed679
LDB3Ar,355.09,IlVPMC9t
2nQ1Dw,358.18,t6Z78kEA
ZpPvb0,353.31,ufD8758T
Ada30p,355.1,9CbTyway
