name,value,url
dkzqBE,12.38,U54qML2C
ftgU7I,13.23,zrehxwfw
nuHdoB,10.43,3JmsqnsT
hNmq0a,15.45,85YPPx5F
PKYlec,10.22,FX9woaPM
5oDWca,13.03,tCCqIdVZ
7plTZ2,14.41,H9gHN8KS
3o7gVl,18.4,dg7f8mdk
elhYb7,18.34,9lWTD4e1
0EG4Sc,11.08,hbS7rMsX
95S9gM,12.16,MxfPCYcl
MgcydN,17.09,14CWclbU
CRUUwR,13.46,RpKWQ7fN
riXps7,18.4,yiJU6slc
ZWJSR8,12.04,Gd4tupb5
ngsB7r,10.02,mqSDF1wm
5l94O3,14.43,VBzj9TtN
ieofZp,12.34,Biy8o9tP
2lqCTT,18.37,1UkjUljb
1kbEAp,16.39,TLiPcV4C
8jZ8A2,17.48,FJTSVqhu
TvEKq5,13.14,Pjt75GVf
s5WGNY,10.31,Djs86Jvv
CSWzYn,15.27,MMJDGCLl
9SIJIK,18.05,GYFUBf1N
SUYjBo,13.04,3eVlupBP
2N85UC,16.34,ojKffgx5
8pfVQm,13.33,bO3KKARV
O2vAxD,11.16,giTWiMbR
7GQ5cc,17.38,33fXmxgn
zn2VTr,18.26,JIqIWlpk
onwbkU,16.19,oYguDHGI
E4lBZM,11.02,xCZZYbOD
oLEDuO,11.06,lNa9CjKT
yXNBoq,17.01,5jHLytkK
dMcF8N,18.44,lipNhltG
NDGmb3,19.23,A1KqUPXb
YSCIKE,15.13,Y3AHOeZU
cHkrA8,12.17,dT01VPQr
ggtVAr,18.18,eRq9TVSN
sEOdDL,19.17,PqkWuG0N
MXkzqJ,18.32,iBgIVNnQ
5SgiO8,13.29,fB7L1K5c
mJJIva,11.03,2kXiYADj
Pfk9O8,19.39,aTrg8ltd
haU00A,18.16,R376RE6w
fVBfPG,13.28,qcobjlvP
kFTM2A,17.41,hG1yKuRN
eBD2Yq,13.46,zNW7ixAE
URLX5u,11.27,MHO4edaS
MIlssn,13.32,0a8mDW6N
xtdUSv,16.24,QOdjz94f
bzFWdO,18.29,Jg5hgatX
YDh2Qj,10.42,oTEliCw3
GHtQIz,12.25,7CaEjJz8
KL3LVj,19.43,cakGY7vc
5WZ00k,11.13,DsDyEQZb
IUgukH,18.29,EWtETTwa
vio2Md,12.05,1t6i6uhc
5Wu6OJ,15.12,NY1FKtDZ
u07zOb,15.13,gP0D31tU
61syW3,15.21,NiJMf5wV
0lMxIf,15.32,2tTp4dg4
s6pJGi,15.32,fVSlcCVp
lg3pVY,15.44,CFqLp7GP
Ris6wy,11.27,2Hg4z09Y
IzFtaE,14.5,PcUulmEr
xU5OZU,16.23,KQClcEIf
yhAhHv,13.06,EknRFGiC
vgOqgZ,14.44,t9P1YFFM
BuokPJ,14.39,FkO7qrre
4zPgN0,18.08,4l2o3u1w
AZ9FMK,11.33,KzOJVjfl
ECKaSX,18.26,rfnDQCFW
fUPm0p,12.35,R4Nd9pJ5
TmYYV8,13.27,kEHRg0Ix
MfgV8H,13.21,9QrM1gii
MBURyi,17.49,94B5Vs6r
hgXQvT,17.48,3Tl142LW
5XOpiT,16.05,bn1c8yqb
JIrLpa,14.16,IjUVb0cO
S6CnKn,12.08,MVBnXrn1
g4q9vR,15.24,upL4YOp1
FHBTEm,19.37,5kwYKsvA
kFqwlF,11.48,80OLCWVj
XISgzI,11.12,ykHxf3Ao
8QYMGX,12.49,FtmE4Qtj
xJbg8y,17.39,dkgJq0LM
TUsVah,14.07,xeaMAz5A
RZeHBu,18.39,W2IOQmLG
EkPEcK,16.4,lKLf01i6
TArtX3,16.3,XXGw4WsR
LBlaXb,13.43,P4IYzxcc
FMul9N,14.11,TuXAddBP
LbFQRl,17.39,KLUo1tpT
ovUh6D,11.28,AlnLVQmt
tOm7ue,10.33,ljuyaSGO
pfjQNn,13.29,1ZCIq7Ia
bKQFBU,18.42,5CopVRqe
17yVFl,16.04,MwkNdrjZ
RXRmac,18.09,nuops0eR
VrCEQh,10.03,urKZ0E5p
eLCasl,17.09,GlGc8rZr
vQTqJB,15.34,t7wWW3ly
8vbXIk,12.1,WddgbYOq
sNy67i,15.41,SAYR5pj3
PCDAuV,19.43,JT3BYwbD
qGtmkC,17.49,bYPWGfAg
vS3x4d,13.18,bBVJX3Xq
n4ehYi,11.4,kHyAydn1
g5IKeY,11.11,2r4bN08X
X5bMKj,13.0,eoCjRh35
Y6yjk4,16.16,KFe8D0ZX
o2hDKY,18.11,jFumcLxy
TvISj9,12.35,f6GmKtF9
qTEu1M,14.23,DpFFGEPS
VoWJKa,13.08,iXgpC5aT
52p1lk,15.32,99SfjG6T
rJsTKf,14.38,YisoqJ4T
a27YgQ,15.15,ZljgxW6v
uahXAE,16.5,KJfXY4Qs
sHQbBS,12.21,VjwusS5w
k3XW7L,12.47,WagTAM3E
AMapXt,10.03,YfINhVze
P1VT41,19.08,dOGoGUcN
IHHAER,19.17,VzVaJZVg
LQkYbr,14.24,GQF1zCOD
iniMHe,15.21,qKOxrJ2m
KiHP7b,15.28,IBCdJBY3
YhlGOk,11.3,exNz646W
U3jeE2,18.28,z3TGhAkE
Q8lNK7,18.45,U1TjnEbe
5tDJzm,10.29,ixA11Vae
kd7pWD,17.48,VjMm3UUs
e80En7,14.18,0VcfqoGc
b0zwgV,12.35,96wmvRvL
klygme,17.09,UmB7jRSD
0Yt0oI,14.35,BBX57yXS
8ej5t3,16.2,mjZw49gV
CpSity,10.15,EQUQgD6s
4s4sx9,16.09,1L2ysHE1
0TPxex,11.16,HzGJeEjG
XrVahh,18.42,f2umJoCd
YzrpKF,18.28,1hTqbeQm
oFV1cE,13.27,nC6MomN7
7vRQyG,17.2,hamllX8J
FQogxC,13.19,ztm45VY1
GCmnwd,19.21,sOXGJgbU
gKkHFe,13.37,bMoFrFa3
U7kGkx,18.35,KpyuxRO7
elnShO,10.28,CchtZVQT
d1Nv9d,12.09,H2VLXP68
xsy3PI,18.25,5aVT1Wid
ULCbaK,14.14,mznsaa6m
GAJ3Fg,15.46,FgEzFxEQ
iFW9JS,13.0,6IDcEVzt
ywZk38,13.3,HtamEr6k
KSpTsT,16.45,oWgUglTG
q5uQBV,12.29,xEi8nSjt
uhH36I,15.28,ZHDJJeN4
d5Myxu,18.48,Nm95RQGA
l9BrfV,18.43,yHmuWeiV
BRb7lq,12.09,gDu4iFLI
seY5jY,12.36,mDgNjocm
eP8Sky,12.02,JBOaE8qb
iH96ix,14.11,pQ3nZsiC
hKaNjK,15.04,TEf5TAKC
2Pgvd9,15.4,0zk1ecKF
NrzxGO,10.12,0iC0rznN
zvX63X,18.07,LkCP6VWP
VWVf0D,16.43,AjmfTh3h
gyaDFh,16.46,LsQHFS1k
pHvGZe,16.34,ReTEgIlD
NBLvaQ,16.25,4eesj62T
X170b1,18.33,eDjo7gq2
9t2VTY,15.1,WPIRY4qP
irhNMk,12.02,wrxYCdGt
oINwl3,10.44,ncMGIv9F
FuskdU,19.06,fL6TIwNl
Wa5Rt6,11.03,ZoPDv0bC
H3V61d,10.26,CwHQWHIX
VUcf9m,13.32,KN98UtNC
qPpAv2,16.48,VCeGQD03
YPeO3i,13.02,es5QfsMQ
57sDqs,12.2,iYyJhNU4
I7xuri,19.41,cOlHCcZt
c1J9ha,12.0,9MbPbwfj
et2QOx,16.42,Mdz0AV3i
hOls0M,14.24,jew0fwvS
1aBlta,12.1,VwDQTz8A
rBHU6f,15.38,3mIbt6FT
dNQ3VN,10.39,0i99j7Dx
dicAY0,15.19,ENXgJO0S
J5EcPn,15.08,RdF5ORaU
ZVCMQG,14.06,pu7G2LtT
w0coFz,19.03,OlUJc80X
A7Bkts,11.34,LvIN3IhQ
CoEYOm,16.27,9ZyyWILW
9De6b4,15.36,386PAC9k
uDiw7T,19.49,95kot1zI
I4zSQI,12.31,aSXCFeGm
87cGRS,13.1,uLoRKtEl
qf478E,16.45,yh4I7eQo
3ayOjU,13.23,6uycyqJN
Dx5m4L,17.13,OkTVUN4t
HQnoRp,15.18,IdSXJbmU
S3VwbG,11.06,11BW90I0
gxwueW,12.31,N7VaqU2X
fPe2Ez,19.19,z0VwRqrx
rjKHPP,18.29,zWuFY0hH
FeVZVx,11.31,tmputqB8
wvqgd0,11.05,IGjgWbNe
hmYmne,12.23,JGNu2utz
LihW6X,11.35,1cgZYsjV
BdiGDl,15.44,AbPAyXV2
d5bfYB,11.37,alaWRfom
efKn68,10.33,Myu0T0v6
5wmYG3,11.26,gf5eMU46
rMzzev,18.44,l3kQQ0wX
lTkWlg,11.5,IeAfFOC6
cYpTkf,15.47,EEceZ6eG
v1fe07,16.21,85S0q4qo
Y3j5sV,13.35,KTFiuEKt
H5IfPg,15.38,O5qxR5hu
qyRo7J,13.13,K7qlAKiF
e60QEG,17.01,w3WYVYKz
