name,value,url
FHsAvj,149.35,q2mZEhy8lf55uMOX7N
ThCKp1,141.14,PqYkUdN5M4aavsIZCC
ZzYO3E,147.19,dwEqlJceIub1mxnrmi
WBrCqG,149.61,D0ZcFpeZKDpBj1owtJ
0sEUHg,144.99,RZ4eWAUE2nwlbl7hx7
g4gveG,147.17,SodgroKApzM9FrBWbR
QwP5bt,143.5,RqIxN7CEm1H1Uw4Jef
3LpNAN,140.94,cDVP2NHNOTuC8FdYOL
kCqTfo,140.48,suQFSWfVG7ApaV8Ndd
w2C8Si,144.41,Sfh52ELABmM6gtYxuf
w0pEWO,149.63,0yR6azmmlHvD8vHVkg
bm6QSM,146.43,Y1qgx6QB08vl4nWscx
ccLW9G,149.6,nmUpkSMDGU9hgoCKfF
sx5vs4,142.95,3aWv1DhRZsNSrUJaPw
OMFNik,145.05,gxYrk0vXU3KXHfhTXF
4aD7tn,141.89,0vS3kBGsV2CZIyxquJ
C81Pf3,149.12,kemCr418L1ccjnqmod
Fv1A7x,147.59,E5fA7S6xOGowGlZwDM
KLT3Bi,141.85,uqZmDg8zzASNbtWuaw
f8E27C,140.41,AAGJwDCG2OKphpnicI
AMjAMH,141.29,msHQGSw43n2bE4QbcR
vK9iNu,148.43,46pACnlgbXMAF1ucPL
FgK4aY,141.59,cfMXOiW7hYhzX2jXIK
UtDEw5,145.95,UYWb59UzzfmeTuhgqK
XUQ5OZ,145.52,xrpsHFlh9lA9281fZs
GAzpMo,147.92,cSOke9rZFuXvs8yJiM
PRfCuL,140.33,EURAP1StgheFuJ9gAH
cmP5ah,141.46,MaUrt9Ge8vGDLFJ2JZ
LQCFXc,143.1,JPCvp4GnH8Q33zf0bd
P4VhOj,142.12,1O2P9ERBCuw4CjGLkk
4nDBxR,140.46,BpRANnlHBghHtH0wbE
meNxnN,144.68,7qQ1Uk2gzQNvB6DE5i
J2kPrZ,145.14,eZS3uNyt3sFQYqtgv4
tn3WzP,144.31,RqthQcmQs5Lgm8R2mr
rN9HoG,145.52,LdTR5TcV3LJ5mlHhI5
Q7kH9f,146.54,1CqFfY8MH4s3jz7iRe
JDHNSP,142.99,4EplRnAmxzEmLrxUo7
xQDkRU,142.04,QUozeGVtKsABrBanpu
kjyOip,146.41,96qvkwBqdcPlFPOuaN
Ae7Nbw,145.33,wPDCVXUgzZCAhuEWd4
v2LcGR,144.26,ceFoB95TCEkfqClmTU
E7tKFQ,147.71,hxNVzduZsH43mpjAoM
jfuotT,141.12,4oJ4ns5IgBKO8yW1jl
zHqSlI,140.13,fTaNkmuWM2PVPRcvoT
HBdRjP,142.87,kvwWevZL9Y7WPf3HH2
60HUPn,146.3,rAHGf7CKyfoTtXnroG
AvbXbn,142.11,KiPp2qHToNysUt2Gk4
iVdouq,147.82,3nzKQ1jtnAsONeNt5w
LhyrYY,146.33,1ka4nnpy0yqHNgmzPT
Ii8agk,146.23,ZWGe1xbAPd9sOEDZoe
chTj4G,148.11,WAPtazKDVVF4sVLXOH
bT6Jzh,141.45,InoTJ9mAMLeWajwOH4
k0BTJ2,149.92,j2HUEroxd2ioTmEbpV
9b99oG,149.43,desbDPxUl9a9hhINFZ
4jy4y3,148.05,HOZiqBBKVKtNGnxXQc
FIPM4s,142.72,HcnGBuYERjtsW3zZvB
Bwmmtv,140.51,x1prUkng8Ypz6nuIBa
qqWwiA,143.52,UHI6b3sc2EUqHC93Bt
QwvjBF,148.65,Qq2j9Ib7C14Ow8rS00
YjR3xQ,144.44,LjTKP4DcrEv93Kvp4T
xhyuUm,140.28,ADcbGzgCyQVCJmzmin
I70XYQ,149.83,O5YNaD3AkJ04G4cCvR
V2AEDh,149.85,znGhi9cBtt4vHPrhk1
GsWY4v,144.96,F6Qd9PZuC83dPR1GHn
USdBA2,142.26,994DEfr5lHFk4Lt7qs
TuNWV3,145.63,lyCwHq6osDEwz5lQmq
oKdfH1,145.4,x7WWVlkC1u5dbfNkqp
7U3Hdy,143.59,tPHBAbf5TxvNzAihR8
ovpmxW,141.1,ErBOEKcvJVfaZoR24D
dpPaIV,142.51,DLIxmxBbkXC7yynqZB
5KfFBE,145.39,fVnJwBfy6PZ4mAaKpR
zCvvvJ,145.5,L7r9nVLOMr2VPBpz38
m2sZVt,141.03,BHHWyBU6OTxBC4hPur
KiFgRl,149.41,qu4OfKRrs00hbLAcAe
QF8w2k,141.46,EEj6sksUiQanoFPUOY
lH6Qz7,146.2,H4QxX8Z8bvF9gbU7dn
SOJ4qt,144.36,zcfprkcLK2geM4UFeP
4pzlyZ,145.74,qt5SLtvZHsEOqvaFZd
EgdK46,147.5,DrtoPL4spMNgBl5Um4
mWHse7,143.9,2kx15In9jNbFGU1MQT
