name,value,url
SmHOWQ,315.3,3FmZdWGE
flEFrC,319.02,by8aKDDB
Q6uUgv,310.28,4nnFSuqa
VhttLI,318.02,shmhTqGc
J3YXI0,314.2,u4X14sEs
pmeLz1,310.03,MVfyEQbc
ZPJbtX,311.04,JikBPHVD
nkGJdA,315.13,1NWVfg0V
VdZEFT,315.1,7e0Eg8Es
rHyS1X,318.12,GafjT95K
XGT3nY,313.11,0JhqEQBh
pSZDQ0,315.05,mtK5rKuA
XvUS7b,313.2,KKwxiOu8
wrM2iY,314.03,Yz0l1AoD
6eylu3,310.08,Mav7n0ql
fgICAr,310.14,i4P6CvDR
y1PnOq,319.06,dcB20e4b
Hd32Sv,312.07,mnedy3Hw
4pdZ5h,317.27,eGAttnH5
0bqIWf,317.3,clcQ0kmv
WXsWAL,315.2,E9P8CaQs
niuM7t,317.41,Y5PbEfxo
MwgLaM,314.09,QDa47wtY
Z8x1jt,313.28,gYR6DFrc
hDk2NX,310.03,ZFmhFdn2
6I1hkC,311.11,EqloH99X
LjFNzG,313.15,gUhgVOiI
Mp2WZq,311.31,1R6yJHOD
tGywXz,318.18,Enu3iXqL
oJ9MRq,310.26,7YeG5a7o
tznDiC,315.21,HiCyQ6hA
LGeNt9,314.18,luRMg33V
5vg9pl,319.29,Y3UNUqrF
1xHfH4,318.24,o5YzrTON
YqldoS,318.02,U3swFOjR
YGf1uP,317.06,dypanZuy
3Ed5Hw,314.11,iUlzVsux
wv22UQ,311.35,CFVo4wWB
6AAFuP,314.02,DkjDbYlq
eGPIqv,311.2,6iTQC1KD
qAn3Xj,311.17,No2IjjsZ
dZa8mg,317.31,dGLQVQTV
sF5BAX,317.35,76X8GkDQ
5xbASQ,314.28,TDax3aq3
V9C1R8,317.14,tkuLnNsC
D0JTwH,316.19,AnGpKtxo
Hroh6X,314.03,YlEPUEK1
8NfrEQ,311.07,dKK3cXdE
2PQXCj,315.3,BEAjFbjT
Sr9BHh,316.04,5rQKEWa0
UtIv1K,317.02,HxylV59K
ygfyg0,316.33,zdPpMcE7
83Il5B,310.24,2zCEXdMc
aWJwuz,317.16,KV5q8hQZ
g5Im8K,310.11,3hzFPAnc
qfDD41,315.29,9z7RrEDM
