name,value,url
uGkgwx,420.18,PBlSJKbb
rSdj9Q,421.28,MaGKjuL7
Ef5xVO,429.03,slHx0QaI
NGzUYH,426.24,mJuCbyqa
9iO9TH,426.1,BTr2koJ5
tdUBxS,421.06,d650VNP2
cSUOWM,422.22,6jFTVKSG
OJoTND,428.38,BmZvvrL8
Ywg3V8,423.37,H4slFMW4
QYZ3UW,423.14,mn42BIr6
z4PJ26,422.2,NEyfLU7U
ovw7G9,429.38,ccrUFEXg
3PGDni,427.1,f651Au94
ITvjRV,424.03,xMaxgggd
C2QluW,429.25,wgK1pkoj
F7UKN3,424.14,tAJ8GwCz
JUTlWq,423.15,80hTElcO
eiu4VL,426.26,JN4UaFCi
XVJkZK,421.1,AvigK22H
WHHEmb,426.41,6khkgDjs
Xni3F7,426.21,2bVjGS1o
c7tgdN,428.19,refYMyX7
EJMD8k,421.16,9FernHAh
hNa1NL,429.14,jeu9XXXd
0mAndB,421.09,4rnKu2sH
ef2q0k,425.13,t1gtS0dW
V8nGv1,426.43,LvhKDauH
Swg1Tt,425.37,n7wn0Olk
px1Hfs,422.36,3hVvpo2c
uqinEs,424.24,rAYBMAjc
EoRv9u,422.31,xUar59Yh
WVmAbC,424.3,hnlH6TS9
yKtT40,424.12,t84MYz5O
U2ynor,421.28,HR6kaiqM
YbBP0b,426.25,QrlNvGUf
zKdrS0,423.19,04TtUiK1
hEktYA,422.07,Vzv38EFE
ytjxaN,424.23,JD4a8ceD
TjrAXk,423.34,aHcV1Rzv
WhvDfT,428.38,OsslfxNA
eWdT5e,424.3,q7bo6JOG
nuNHLB,425.02,5DRBKQqV
cyi7L7,429.14,xYsMqhn3
lSnuwE,425.11,ofps7zFl
k1gorY,427.01,wsBUfhNs
NFC3t3,422.08,XIjaVKJV
dpXZDE,428.18,0ABOARWu
gkcSaz,422.38,wdhcEOf1
yZWr6w,423.15,5Mj3Rm41
9wbZmd,428.34,gx1hMdBm
sPWSSL,420.19,u4rhCREr
pmpfx5,424.29,K93p9Ki8
Vum6Yz,423.31,oAGhfhWl
iTPhEz,421.17,yAMeJXNw
5aLXYD,428.32,49BujirA
DPFtyp,422.31,JBEeiRgo
m2Lqdm,427.3,JzhIXadA
p7IvqH,424.12,o6KmJCXB
Efkk42,425.04,hqY8GOQi
6HGGqY,427.17,gtlyWXNf
1WiZ8q,423.16,8AierKgN
RISRvk,421.3,jiaXmHHC
iHxY7Q,422.06,ILyp8qXC
ZYsBGP,426.3,vHuKsE7T
lWcB8S,423.1,uZVczhO8
FfIzsZ,423.35,V4FnimOa
tyChcS,428.31,4wW4RQ8s
y4c9mk,429.39,JH9CjhBs
zRCYP7,427.22,yX0OTsOZ
uSPHjq,427.21,rYEBg0R8
2R5uOI,423.01,3anZRWvq
qYNbnB,424.14,M6YY0cIV
a5fEks,424.36,qNQt9c5m
AKkK7S,424.27,EEjsrc3v
WuD7Mp,429.19,A0Wg0y6v
c2H7LK,427.14,6BBNdmbc
CJickb,426.08,ewEx3ADY
QZNhrg,423.08,uA1GL5iR
