name,value,url
6lwosz,150.69,TKz0MGlrsMU3tHPkcm
rjveX3,154.38,cXlM1ggMHgEHmEowKo
9a9yU5,154.29,2881qwqZH3td59ovBY
A6Uv5D,154.88,fcEBsdrs6gRowDXK0R
TlMKFj,158.95,QTh6qRMj0Y9KmZgutX
bNe5oS,155.68,xKjN6sBmWP2oUszyoz
dH4sXl,151.22,GPmN9OHSPHwes3QcsR
ibFQcW,152.83,Zm9Tot25uM9Yg0ID6D
pykuyL,155.46,CE1iHhWr66wUz09GGI
2AwA3R,155.54,MwctyIn69fZRSIdmtE
z7EmWj,158.93,J3OJc0xohTpJnjH28a
c8iMsl,151.81,jjM7l6GSsmmx49tblq
XRDGwq,155.91,f0MuIWxG5KKY3Ir70y
SApmjX,159.97,jlRxeXjmXvxe9Uwn7D
BbtCoi,158.21,AisvX3Fu02dUmffYmH
WFPOAl,159.04,I2q9MNkGDhLfBAIyC4
l9IVBC,158.81,ZvhRR2j9OazTLiiIP2
sFqXfc,156.7,6scZRLuYu52EfvQt67
5Tkcru,156.37,W6MhfXOkefpCHcAlh6
GqctiI,155.43,0mMi3lG7vX1BvVkbX9
OKObzw,154.36,WbQaeciAssOvjPwxVG
3oaaqs,159.76,CVxpYVJdDtsYjuoDMn
UdeHPs,155.24,UCdy0WMwITSUipfi7z
WbNEXQ,156.54,S80rXdODMVwxT8RmCw
FyLRxM,155.12,PqoGguKVkLbtOuFzf4
KFgk0s,157.92,8mD0FaUWKpTp2VRYCM
8X9eAp,154.96,0DmAh4dDJgBNeMajxd
heQnkX,150.3,3w0YfwxXWXgsWGZHza
Xv9r2c,158.02,75hz5GGwz71GMVLKZI
bur9y7,158.64,jw3JnL0Ww9EWlagBQT
0mmyZV,159.59,rlygVkf8NDUDYW2jXu
O0xGdM,151.68,Ek5Jc0pljBiN4BVLjB
E9v9f3,159.52,ILeVPMWiIAMylb99gP
IQJM7w,151.52,Ykwuu5RZeuC0OuJrKI
OFH0Np,158.81,ZXtq6yNlGbhlaV5zE3
UA0kQS,159.55,sm9dWd4ctBbyAxT3nP
q6tADO,154.91,m3jW27WbxJGOGlzG4t
5BVuF5,152.47,ZePgydBLouMqCH06ey
RMvUmj,154.66,xoA7mZSAZ7pMV6KKik
U5DSKg,154.49,uSr0sBl2bBvhKENQuB
KFoljv,152.98,xDAuFhFufiGkFelQc7
lPjXdP,153.65,OiM7ETFtHvwsS1nGhW
DseI6S,157.33,i0GmUEHWs627dqPUbg
qeIMQI,158.34,DWWLlfNbRfBHQyDkhw
TUAUO2,153.75,ueTw7riuLOpJjQY3vp
EaUyRo,155.52,lD221ckKpCe2mV0sXY
hplnmV,159.22,sGFQR3nnYExw0EHV4p
SCDgTo,153.13,Yma7ABDUuzTun85Doj
qBhgIz,157.18,D8dGcgGtEIC3RHHIgO
rbqm4x,155.79,t2MOIhm4SprUr0xTEt
EHHPgF,154.82,gFH6p3k3ECY7h4jFlf
ENKcPC,159.83,0pUnMxquv6AMgjEjH4
uMlvwV,155.89,ItXzD9L0KRsRlksjas
Mo5j0E,158.81,EvXi45HWSYxj0v2FIz
JT0T3l,159.11,RFeyIW54WyMyioDoyh
BefR7J,152.38,K08zKQWeYVSYyB1tKA
2sqnE3,151.38,Gny3XiliBUU83uc7lU
2Dk0tj,159.02,mS2l1V8FILoBdhlvGg
AYRdEt,152.83,iWjzyCbgJNrILpYJdE
VUerAj,159.82,jDsIUdqRKKMS8UEMKU
DW0saJ,155.61,CWNH8iAEaLKgctInZa
r1tMjR,159.26,Owz85Si7Bozho13iW6
qZSzkt,157.64,AFFCBxQS8ytd44TGHW
OMCH08,156.36,MCZchLtnFiI8IeNTdK
Ct9jCl,155.39,F6hvlKkK1NsKLP5HYE
q3wNlx,151.95,sfOgEvcVXROjXt2D3s
V5FI4B,150.08,6nCasrNZHCC0Sxtz91
C5Hwtg,153.43,oHtMkIiESxC1HsaMSb
