name,value,url
4xxYHP,409.37,ybfjve9n
50d2Cj,403.43,wXFhX77Z
7yoUn7,408.3,Zi11J1y9
GZ8EKR,403.26,OOWVqXVc
fgtWMY,401.32,Zvtftec6
jJfJmw,407.29,GPwKt5dY
iPQ5Ed,400.44,etng5Hh0
vxJ1ED,403.21,lcuLrViw
kTLCiV,400.39,EDVuFnBl
gaBHrl,402.39,nWm7mxMM
btn0L9,409.19,ddgpWTOT
28mNZX,408.1,I8b38JQ5
lpbltj,404.17,cYUsWhpE
8D9Ldk,409.14,TPgms5Tz
kdPCdY,408.17,MVdyJ4Z4
mbD1Ld,402.24,NR4hxr0m
osuLXz,407.13,nuV3MkS4
WBxczX,401.21,Gmv8WmTG
GJY8Ex,407.37,JXI5djmy
jmHuJF,409.29,MMcUEGlA
B6iNpM,407.01,ZEoec0Jy
l949vP,401.29,NGONdcPj
8N4iKJ,404.2,fuVEKpnq
OQkXfS,407.18,29vCciBu
jSGteZ,401.23,6c6iBdWw
QcUHAk,400.28,2HNpO5dc
62ti6E,400.33,1IzkHMk6
jIFF2H,406.29,pD0RNh7B
4T2Asx,401.3,JRPT7p8h
8xcne3,405.33,OPZJDdV7
OAcYFJ,403.33,B4Qw9Gpo
2HsopP,408.08,rUuHacKb
xL1rdj,407.08,a3qXxRhB
wUSa00,408.07,5fiatzEM
3sk1jm,403.16,8uyayIAN
yclrXu,405.22,lhy1hJw6
xaAACu,403.35,ftMRXrFJ
XVkMYI,407.25,dtluOugv
OrIsxY,407.22,CvrBM6CD
pb2Il6,400.01,0n1BHpNZ
YjYGNF,403.41,xK1yl4g9
IOOs5d,406.38,yrXOLBcr
13WXPO,404.01,1kFF0MHr
iASyqc,408.26,E7uXGgGZ
6N5zoE,400.22,SbEpXiLh
t9ok1m,401.38,SFl7Dija
FwQURh,408.21,b038KV6l
OxQNv9,408.15,1tGEVPLp
EjpW3s,403.37,AcA344q3
04I6qA,407.36,N4yBrTF2
cdZiJt,404.17,at6khvSo
BVgGYr,406.35,y9vNrrCl
w4fRcI,405.33,2eJkErjW
HMmqVH,408.28,MvzpTXAU
tYFdQN,405.13,3z8m83pD
pHW1jZ,405.19,wqBrnVZc
oqdcRN,409.05,xDMIakOv
lvZWTa,403.4,S4xOk64t
OoMbKT,405.29,75inP1VJ
1ZaaSY,402.04,DdmL5gCB
yWajOd,409.39,S5GuwmAC
fqYhRD,403.16,APJQLT3E
shXbYG,403.06,BuFboJbE
vLiuA3,401.06,vVwphUD1
DLwXfn,400.42,daNtm6Lw
0XJJHy,405.01,RnePkepH
ti0SWK,406.29,wQU62XwH
IfvSiS,409.16,nIPRZSrZ
hYjSJB,404.09,JRqZqxwU
X6JvLu,408.05,SK6Howa8
0HG6vz,404.03,mVHR7QZz
urn5Ps,408.02,NkmzxxpA
cmxr4I,409.06,hRLmW2eF
rSjN1o,407.13,anyH1Glp
QBd0mE,406.23,q1MFVOhe
ItjlBy,400.24,VDy1IbEm
JSjYwP,408.06,1rbIIMGF
Dcgocc,409.23,d3zpniwU
uhuKTN,403.01,tFkC2P52
FwUtln,406.13,SaISX1Zc
uVkYaW,402.39,A2JbtU0O
6dPN9B,403.07,y64Piqrb
brywhX,409.06,42QyJbWf
Zbkd6k,405.18,FkujyUVn
gh0XNS,407.05,dQgi2b5W
5lHysF,405.27,iMV1rUN8
d48F2Q,406.35,mcDJhzui
PVMljH,402.18,UKkp94Hb
lFzI4J,402.37,EreqSXiJ
4Gbaib,405.23,FR7WgzMI
0gr1F6,407.34,m9QDRbxB
daHXh7,408.36,iKCQX5zs
