name,value,url
rJkbTd,290.28,a7wynQng
6T63DU,296.2,J0aq52Im
Bre1c5,290.18,cElDr5In
X1jDt0,295.13,fyfXaRh4
2NURcM,295.09,r3Vi7G31
ZBvXQM,293.23,UpgdvvRx
Q6vNq4,298.06,fHFu6oh4
ssx39s,298.04,pk9sR1NH
Q6FQH9,294.36,KaUpWFXT
rzbzPu,292.03,Tni1S07J
YDvf7M,296.19,MyIMtsbK
CZehg0,298.23,bzVuTeyS
EG1kju,297.03,MA7eOCZt
09MZJt,290.29,gJFinXA8
B0L9SQ,294.25,5LUnvHfA
1wolrm,295.09,fUdHCsTT
OCEOoC,295.29,xQSDplYx
DQSaY3,296.05,8kQ8zhXt
Bg2IbH,294.19,jmSVUxDQ
bXxlJK,294.36,NA13AlV8
RRiRBk,292.07,d3YHsFHG
XTMlgE,298.23,l1MvOcPk
60wShF,293.19,SMA07Ph0
IE2ap6,291.14,Yqfox6iy
ByzfUU,296.22,ps81wkv0
4B0QZ7,298.26,CJsajKEL
oMkM3i,295.38,KrsycQfm
iMpsIm,292.19,8kon0eO4
OKcM9o,290.21,tPbYWibK
NyI1ET,291.11,Qn2fIopv
YLQQwg,293.27,HUfDSkC2
Z7AQ13,297.17,ZfnTwgNE
Bd6bxP,294.31,kHZqhKa7
6bHOV4,295.43,weEQaGL1
9LKafE,291.08,mUd3Ipq6
lyFvtd,291.3,XSmZEYZe
WpldTQ,293.1,r4RvydCp
qqQZfv,294.32,n3hb7KgR
00LVzl,293.14,8DEYdAqg
dtic1N,294.18,nSXNk4hS
DvUEzw,298.17,ZDB7jBE4
W55pZV,291.26,Vyz34Z1r
WWWTn6,296.3,Gy2vCQH3
xc1uWM,298.13,cEGrm3SS
tW2rWf,291.11,IH7WstI1
ug55Rs,291.21,eMwhpGIo
m1lY46,297.04,DbMawFUO
WNxV6t,292.15,2W4Mf4Qw
Ef7Cy1,297.03,WPwkoFwi
JxYLJn,293.03,YVEqsv7b
EscxPy,293.34,5KxCK3FU
JSUA1u,291.01,tps00ZAs
BNWcKF,299.16,JFfXnnSP
Po9fv7,294.05,EaJIfsKI
cFBRmr,293.28,BCpvOU6r
dSDdY3,296.22,XUiO8Upr
5RX45n,294.4,CYrvASPL
TvHMAd,290.02,hBNwW6mJ
Qis4Jb,294.38,xO6jV7Pg
w50Avj,299.14,v1NzmgQl
