name,value,url
yMmzi4,347.24,kJE6vCgR
RzEqiN,347.16,za0jAnIe
6nO6S8,347.26,PTiaXw1S
18QmVt,344.32,ruohJdn1
SHbNEn,347.01,LtZSUeZ5
AVcBwN,342.25,32PLt53X
e7Tzkp,345.13,gZdqZ9fj
qvFpkd,347.24,SWAECfm5
5mUwU9,343.2,FwXAsfCf
iw5JXw,348.1,cYSNFyCm
QCaKmg,346.09,UvgMLRvp
Jo0Oj4,343.19,nUC8Cuv2
Zdg1bY,345.15,gwbK3MzJ
htC1IT,346.03,e5v0q48C
ecM7HI,345.26,SP58G2Jj
pTRlRX,344.13,YaiGCGTY
SWqwOt,346.19,Y42krubH
37ptP1,344.29,RgsIjuoI
EVqnnS,345.16,udtJULOg
DMlBuA,341.27,HHd9IfN8
A7NWvs,348.12,9ofPNrFV
tw456l,344.11,2DPkEM6K
x4sljb,347.1,7dTfWrqp
ccGKZQ,345.1,43VRvJhM
9qb5Ps,346.28,2cOcdRzr
XQLz4T,341.17,fiZWPL6L
RVyr5v,341.02,yPxWP4fv
JUpR3j,345.22,tIhbmKlE
JWN3op,343.08,6Vq9dZYc
QIbRCh,347.13,iBis7SJH
hJWcdd,341.25,P0MYueaz
uJvZXI,346.18,9o0va4Os
KGkgNi,346.25,gFyyT0Sd
daWEkv,349.12,JvNMEYAS
hLYWr3,344.01,wmlcfJoc
mXTy2t,344.39,BfXBkcSc
ol4IQj,343.07,z8QJmu5J
H4mWDj,346.19,ONMMTDDI
TmUjW9,341.28,N7Za56mP
5wVEQt,348.19,jZ4UENqx
rx4iOP,349.01,zCsta8ky
K34tdi,348.06,gCOId7i3
JMKNBE,349.24,CEqcrRpF
slydkI,341.09,MiHdJCQl
4Qwxe4,345.05,nwMVTr9j
CoWbNN,345.01,3IDXd4IB
hzekMe,349.26,umMb7D72
GMdzKh,344.15,N2FnrZ1r
otE2u0,346.01,OREDwadZ
d2l0et,349.26,8h3Gnkn9
7flhvN,341.17,SPidpMzM
f6Tres,340.22,sWAVsHEH
D22Ddc,344.36,UoPLPVxt
SXMvse,349.03,m64BGGPR
EMGDby,341.12,9ZlwK7aQ
0Sl8Be,340.24,a68cDJNn
rfmw3A,347.17,geYnyQc5
8nBSFB,344.09,mWVN6gBp
cSKLfn,340.09,W5LRvGxy
UyAOsn,344.05,Mqx8hMOP
OOU2Qd,344.01,RFYb9J78
gkhwa2,343.17,l0wqji6M
hiPvKd,346.01,eFXuGMBs
0F5LSQ,345.12,8Wn5lKWR
moAlqB,342.3,qSJRyC5k
gVphcS,349.2,hVLEwjMH
z8U5oK,347.09,yog8wMXJ
oVGIJ0,349.15,XmHPvAen
c98kTo,340.15,9ZOxKJ0U
PhLny9,341.31,OnJtvwXA
Ap9PX5,342.05,uH1RgHEr
xJ8Psv,341.2,sGyOIe0K
WOm2EW,348.01,efnesFP2
i8CD4n,344.25,LiVbQRbE
NCrTVg,345.28,AMmS8PU6
aIYaPq,341.26,0r0dPgj8
IplwFi,349.18,wM7Qyh7P
mrCaTh,346.32,8uy3fvMq
iXdqlq,345.16,vyO4mtJo
i0S1dE,349.21,UfZWDpkT
wldYyc,342.3,d898XPKT
3UZCqx,340.24,ToemNkpq
ywooYv,348.18,yFBXKKJj
LciHid,345.13,v9PyDnzN
3xWrUZ,347.31,SzpmtKBU
jdTgPr,348.08,Vyiu8py3
rqYiSm,345.25,1OFwxjUu
jXNsHL,343.17,vjbeBGx4
VaPjE2,349.14,BLd5Fd1V
4fPxRe,349.2,zaLZH2LI
R0eUYG,349.08,SItSD8vS
CBl6ym,340.2,z3Dl051n
4C3R0n,347.03,8PHFsX4E
GEzz8M,346.23,60EgRIjs
DveQ1L,345.04,Na7D3VHO
VmV05y,348.08,gYs0UlOQ
nLl1cT,345.09,pJvemnsc
KTpkOM,342.04,TbPBgWQM
2AW6ZZ,341.24,bWONYVCV
bRdJv7,347.25,1r4MDb2X
VE0Vm7,346.19,1DvN24hO
Qf3fM5,348.16,LbAl1uKc
RuPded,346.07,6z5SOUPk
SF9X8C,341.26,XRfSE4UI
v05p9a,340.01,CdlXfHp1
iNp4iD,349.08,VlGphrwp
