name,value,url
cws2ac,411.1,vWJVAQeD
lNNdDy,418.21,Mh8bZCrP
HJsF3p,419.2,J8KCW5OU
loLyT8,412.12,cOC5LoqP
mzDOvb,410.13,5nAfglFp
dssIx3,412.04,YYCYINj8
5BN0Vz,412.29,0Mkqhilz
PFcY4B,416.2,PsSOEgNX
UdjZ5j,414.03,qJHCyY2l
aaMpAL,418.24,PV7otE8k
ZfQIgL,416.11,bTmwtBxQ
bHbtk5,415.43,Hfq6wVIG
5wDerx,411.01,PkVbrcYT
XurFhz,419.16,rMf60lA8
1w6p2r,412.18,9pNg13ap
SbAoPn,419.18,Fdq5yDpN
LuCbsF,419.31,7bMtAvaX
21qQqF,411.01,ahBTOBTS
WDuhzr,412.34,IXiESoq7
X5x8T0,417.12,CRo0QafX
aEEOTi,410.28,6gQPzSMv
Nq6Btk,415.09,WmyAs08P
pLkg1g,417.36,FpZ4Ou2R
Ub3YVV,412.17,hpeIeQZs
yK5zGS,416.12,jatxjhNf
nFK6Ba,411.06,j9NM9ybx
zU6fy3,418.09,792CEbUt
TWxoNq,418.02,Fg3XMS5I
N9zLYq,413.09,VsBkZO6V
OCoXW7,412.24,B0A4mBNQ
tX1ltm,412.04,UYpXT79O
kj3oY0,419.13,OsYh7opk
UaVnCG,418.14,A8qOYlaX
Ki3I1l,415.22,GO625O6h
Iy0UVl,416.06,LHyuLEUE
Q4nyVH,410.02,jgD5wvQw
K1SRme,418.04,lmTnRlsy
p1mVUc,411.09,2EYwfWYk
CcuUxM,419.44,VznyM2EJ
MSVkfr,415.32,NSMm9zHu
5xJGsd,415.42,uvV4iVK3
2IYaHh,410.05,zwC2c3m5
ffbChg,419.36,tfrGzuHL
DdoT8O,411.32,NDidOSot
ieC1UV,411.19,mlsjKXuc
bZpTiS,414.09,1I33fOn5
uenFvm,414.12,vGyKfFXQ
3McDlL,413.03,d1XNWTIM
CmIyci,414.2,aaKZfbIu
h9lmDA,419.3,HIFgxJyc
ADKFhW,416.42,hVmNXZ1e
fEbMKB,415.45,KELqiY5s
HsqEGh,418.28,vdKRwo7w
q6nQoj,417.3,0zcBlL1G
TBsXlw,416.37,nEMR94Tl
knhNYo,415.24,Jdn0Ezqq
ma2FxL,417.29,Q7LVbunv
G5w4PA,411.2,MmxVRwUH
cea1Bb,414.18,WAlWCN7Q
YPWK3d,417.31,oQ8knk9T
gKFCkr,417.11,iwafK0aM
Sg2LY6,412.22,LvpG234r
mrpGUO,416.29,N7UbUO5s
77EGz7,419.43,k9Ge1uts
4B1d7n,418.36,UpnDg4Ot
BC9mCr,416.05,vJ1oBt9e
9VHBx3,419.25,EmdhwMCA
OVkRe6,415.38,J9pQb6ud
eqehRZ,414.15,pDFB6w1T
G6tBon,418.39,8BN9Yw4A
4IMxKr,414.37,NNawjioq
BEbTLx,416.17,i8hsXoas
nigqp0,411.4,oYhz3XSG
iYVD9E,412.35,rheUEmgS
qUjuu9,419.37,yDk7WISC
MhLF8s,419.07,TUzIGMOQ
ptEMVk,419.23,78pznDDz
Mn7p6N,415.17,c41IZ12i
vBleIk,419.06,FfNbEMgU
e4rP7E,417.09,aFV9DR2H
HiducL,412.27,cCCczM8i
iHo5p9,415.46,780rcq7V
c7XXPy,415.41,rXMtFtx7
LpkoeV,419.08,xT3al8VR
heCNow,412.35,ANUry2Ph
Ivzscv,416.42,DpoKuJTo
ZR4JAG,410.04,HrKSszqe
I1ILnA,416.17,xyJCtsta
q0SQZT,418.19,Vr9fGj5M
47EWHC,419.24,Qhglr4jw
wocA5b,418.05,d5yBP1T3
N7zQDh,415.11,sIs0lLDx
fwlh8k,418.03,qgeHYpcp
8p85mA,416.01,YTWkYg8B
h7vfKH,411.3,nt9GiKyr
RCPlyx,411.16,LZCiQhrk
gG3tCW,417.11,1zdI3897
Ztxt8E,417.23,PXAHB8cy
3p0Y3H,412.28,BLtGsEjh
jU1EuE,414.19,nFDuJnH9
z2ujZB,416.43,4BoqWML9
SDVUJB,415.29,t1iFaUK1
uXpq0w,415.35,o9QP57WZ
DOrbwR,410.06,YqlZ8ccq
fjcuru,411.09,QLoOrnms
vMJqGt,417.1,7LDWf6zh
iZD88f,415.15,NTHKoOuy
qYYAIq,418.13,llUraNfI
umUAGC,413.32,TuTzUX4G
AnOHoH,414.24,6pWhalOW
D4SQTe,413.23,XJXNq4wc
BrX71F,419.27,MzPSL4lB
IfuQ6P,419.35,HPT5Ovjv
647HuO,417.22,zd75pJn8
lg5vSp,419.44,5u2uLo4V
TgJrBy,415.1,0vnGAqqs
XjJlFx,419.19,6sqKFyBE
CHqeBp,415.02,9aJvYnYs
iPIFNT,413.1,GDuSpDRw
kHwCjO,413.22,W8MMCGgn
LknBu4,417.1,VEaUAfYn
du8YKd,414.38,OmPFDV7c
1GCmGu,414.19,7mPehFws
kRweQQ,419.31,cdSqhvoH
vfY6S4,410.02,n8Kwt6kH
t7u1TD,414.25,pCYvQqDD
kmYbzH,413.1,6KiW9S65
8vJkhL,411.32,CGCnc6C2
cogURn,413.36,S6K3Wv1x
qC6FRo,416.37,v5tvMcDW
ICAQ4J,413.24,c1v73DYt
7U7GFu,410.02,xfKCjRFh
VrOpYM,413.34,2V8US9jt
QdK04r,410.01,BYAvh4SV
4SwHy7,411.2,n3Hv7FUr
1rpkkL,419.08,XBhcslOm
IgT7AO,415.45,OGKeuf7I
UixMY5,419.02,Y7rrjQID
26yiwL,419.39,fbMUejft
YkEPdL,418.07,ikpqpUQe
fqTbUT,416.36,jOq05Ad9
aqporN,419.24,cpIDdRqV
VEuJlK,411.22,2ancWr1f
1lGFMw,416.45,cStSGoj0
qcxcbC,414.38,0poeR6cu
UB0h8B,419.08,PY1abqdp
5CcP4V,410.26,SxIsAZX6
66JYHc,416.33,6F6P35XP
Q1AZW5,412.12,MxlwmsIb
zqUWnb,419.3,w7lzhy5z
wumtZX,415.16,PWpZTnxX
0GFO24,416.34,JK7778Hp
30j2aW,417.27,RD9dPURP
43biWa,415.42,4ZQR4qwy
uyQpbA,414.32,WLNFTHQJ
pvzJxU,418.25,IbpuywVd
Enxq2R,413.02,yDbexyeD
nuAdvN,414.24,d1YwcESR
07pd5G,412.02,y8XiBdYH
uwAZ8z,415.19,r65PXs5p
ZJKt4j,418.37,Lfr5ZPIA
D1iEcH,411.13,4hKDBebJ
bkebPF,411.22,j4hOnARL
JpN5Qk,410.21,fxkEcV4r
vfSxgx,410.29,g5Xj4YSy
6MjdOD,418.06,EC3nIZYo
tUKB79,412.03,aShhLoOM
XEBOg8,415.09,CqeRbVnh
nTqpnJ,415.46,JOAUXoZk
3n92Ln,413.37,yBXm3zhS
sXw2AV,412.07,C97hvHl5
KjOlCO,413.27,EWmwWdzE
lBNKMK,412.22,b6XJQzyy
iHF1zp,410.19,fuh5AdM7
