name,value,url
60j9p2,60.01,Ypv7FSJV
7isNO2,62.07,5avjQZnrpdG4rE5EUi
rOPjWS,65.81,8KcHsfob0uojp0MaSl
bVgm91,69.7,9UJL4isi23TZ2vxtr2
Ef6xex,62.37,JYqrZC260ynhKgkhmb
XmlxX0,65.82,6QMkPXuTGRR85d0lW0
MbPKcM,68.58,UoYJwYTY6HAj1jfJc8
egskfq,65.58,8zMWjaPJC4vsy7yPQA
hWFyf7,66.4,cNPQQPLfKwxhy4t6kI
YBcIFC,61.65,5BBW7kxTvfRFC3reW9
Nzm17q,63.98,skISonNgMQYG98E596
FoHpct,67.66,QGuGiCw00v1KeTfLFF
hBo7OZ,68.59,zvn2i4tSYGxyVGVChf
YovXuE,60.06,yXZx7541jYRjAt9DrL
RiaDSW,66.8,4TlO7fhwTkvmroLeRi
783izF,65.49,mwdQcx34rlmYRktfto
WBH61B,69.22,duInuLTGW05K5AXyGl
qZtiIE,63.12,ADEJMaRJBmdEitWJDu
n7xKJN,60.63,savIFM24HgdOTmpMbj
klH65m,61.97,4vxQWIygldDSEIICi8
hjGN5o,63.19,dO16n9npWiNxL8lnru
OeCL7t,69.64,yPnFoOCAFXiWsaQHa5
MFJpdZ,68.3,PP32lmUOZidGN9pLkj
ju3Iuj,60.12,k4ZGV6BAoRJsMEl64V
23OH5k,64.31,rEmccZQRIFb8xiY6YX
klzBrb,69.18,7gh661WVgh6nVNXG62
Hgpc3K,62.26,D19e3KPrzo5WeG9dPK
oZDKTm,60.67,4uUHaWhQD83SLDcdKa
Ic8wqW,60.69,XOTNPNsfmZ5tQ6Dm3Z
askOmy,65.97,iuTag46mfTaaizJfoZ
AAfHCA,62.68,namfR62oYbQe4ULvWE
wm5eh6,63.14,rNybKKjF2mg1xbgMvB
15VyHy,66.99,JadWzxDvq62f5fLLVa
xP7f9s,65.71,ZpynPNHFBRpCcV9Nft
NEi3d3,65.09,LKnyifN8a1mEfcuvZR
CH14D8,67.86,R6I6Qvu1D1PNxOZwSA
