name,value,url
DyV99M,263.26,rn26FYfg
RZUVTa,263.45,yYl86HcB
mzkgcm,260.3,gmoA5ytw
Wfc2ax,264.33,VtE6LXBF
nWJkz9,264.1,FGJ1VtEq
oc9lqU,264.08,7vPBPQGu
a40Oml,266.36,uBUFZboW
jQABxo,264.34,adNDBEQZ
11AEoU,263.06,34HekgLh
nzCH4o,263.28,ko4gfUqh
QUWlzG,269.22,QZXORFmp
gYRqb8,267.3,mllMW939
x1KD9J,265.14,8zypr72l
p7XXPQ,260.12,wi3tSesc
wSfWdt,269.31,ybqggKs7
18Ubl6,269.22,6M2l9J07
hKrJsw,264.12,gyH15hQp
Aydxe3,263.14,UFsu26C4
jEUGtC,263.13,pPerAxRu
YizA2j,266.23,4rR75dv5
xD826n,266.18,iNJctfbV
OHMJls,263.32,iT5hvgms
F3Ae9H,264.28,w7FXJ5DU
pLoYO8,265.31,Q6M58BT6
xx1CIm,264.36,lpgPskfu
aXLZyn,268.24,Gzg58Unp
DbEQ70,262.24,Bp2QAnUe
4Rtx7Z,265.06,pXhtHxer
1x3KvN,264.32,rzbQNT8F
Ln7csV,262.07,hzX8qYT5
QuGIaA,266.13,MGr2r5ob
5YlY4w,269.26,qZp6ZyqM
R67PCf,261.15,IqfDGvNP
q2pVJI,266.2,46DgY9aB
BuOwda,267.08,rGH4K5hX
CTPKs1,262.03,qigycSfN
lJkWKr,262.2,OMVMPNVJ
De5wS9,267.16,uhlepeGE
Z8kglO,262.18,BHTC4bFe
ZSvDmd,264.17,aimdBL6j
ZAneso,264.17,EXBPgPQV
Cgkl9G,260.11,AKfasF6h
0zSvC0,264.1,7mw7Fp2f
ORVxng,260.18,TQx4kyms
0e4ykI,268.14,I6KT26ng
wqbuik,268.3,hduLWdst
zXnp3K,261.04,Ky0htlr4
kKkBnk,267.29,cJfA4k6D
s5cO2R,261.01,QFuBeUIQ
R0hGJC,262.19,hlUjJTrR
UKXwRD,268.14,XXESjcZk
julbI5,264.2,d1FvxpfO
i0BlHl,260.18,qXWudOEO
mttvD1,268.18,5GQ2Jepr
QFTFnB,262.23,LfCXs1QW
WadAP7,260.19,FaOVKBmO
8KkbtK,263.1,kXCp4EdD
fG2QcF,267.4,2N2Z1CF7
uSdURy,265.39,RM95fTTy
xIGvTj,268.19,hzh3iES8
nPps8U,263.25,qEbHmbi5
kyuc9e,269.32,BKJ38bL0
057BMC,269.18,T3IpeCki
JmwlqR,267.31,NBAdEBJr
NDcIdh,268.23,Vti3bGcO
LHm8rl,260.05,u0JNBWT4
jXPXgQ,263.23,FSdsq31o
YK8Ops,267.42,OQCnWMiu
2cJJoM,268.04,pU4vYAnf
fLS1Nn,263.42,vo4w8vLs
dGf6OT,262.07,2ye0fOXv
S7EWu9,269.14,gQg7hTw6
Lat3Ek,266.02,x3t5iMBZ
tZI3l6,264.18,etsDPi0m
584N6P,265.33,kdeSubNs
MrCQi9,265.13,wJ8dmSzr
WeM0Da,263.2,wFoKmmMK
hKaoM7,267.45,Ea3dX8ik
Y8MDwL,260.26,sUkLcGJM
DYp47U,260.13,UhrSFoV2
53hxVM,264.14,HmFTmq8C
prMJwL,262.24,3JehcJLj
DNiDb5,267.14,FOsqtfB8
YJPlXu,268.15,a47N63gA
Nt7M0T,263.3,7Q9ThiNw
TwX1Qh,269.08,GhWxCjpd
bDUP1I,265.02,bczGYhKa
uPh6pO,268.11,595Tq0yy
CIR264,265.1,nWlS8Nbl
FPCeTG,263.15,6RwXNlOY
mydfFS,261.26,1uWH6xJL
njNpj6,260.25,Rrt9iBeD
Mtj0CC,263.37,gWrOgZQL
CJLYRG,269.16,UUqSBeY2
HMJTbM,264.18,txz8GupS
KPL2cr,268.04,nhqX9Bka
4FdBbw,269.13,fTWI9YnG
G3X4RU,261.24,aeYOybom
freA9e,269.28,2w3kA3ZE
gSt1hj,264.17,zzeTY0V9
tOwKfZ,268.32,3UTbs0OU
jvaBcw,265.38,mxw9AxnL
xYwvb5,262.21,1yPKZcCA
zutvwL,268.32,XKeONmzK
qvTPfc,268.3,Tit5AycR
U58K3K,266.35,r6jVCY0B
QoaD9j,268.23,JONaDsBf
2eBTLe,260.28,WmrHXcx5
t9RLzt,261.23,lnZvND1j
cRUpNA,266.15,TjxIZaK4
V4i6Kr,269.36,ovONST9S
jhfpeq,266.37,kJAxcMgT
